event_id,date,warehouse_id,product_id,location_code,quantity_picked,pick_duration_seconds
E02543,2024-08-31,WH1,P015,WH1-Z4-A3-R3-S1,9,61.9
E02543,2024-08-31,WH1,P016,WH1-Z4-A2-R1-S2,2,27.4
E02543,2024-08-31,WH1,P004,WH1-Z2-A2-R1-S2,1,51.5
E02543,2024-08-31,WH1,P007,WH1-Z2-A4-R2-S3,6,32.1
E02544,2024-05-28,WH2,P001,WH2-Z3-A1-R2-S1,1,83.0
E02545,2024-07-21,WH2,P020,WH2-Z4-A3-R1-S1,7,109.2
E02545,2024-07-21,WH2,P020,WH2-Z4-A2-R5-S3,2,31.1
E02545,2024-07-21,WH2,P004,WH2-Z1-A1-R3-S3,7,80.1
E02545,2024-07-21,WH2,P019,WH2-Z2-A3-R3-S1,6,49.2
E02546,2024-03-11,WH3,P017,WH3-Z1-A1-R1-S1,9,44.2
E02547,2024-02-02,WH3,P016,WH3-Z1-A4-R2-S3,8,65.6
E02547,2024-02-02,WH3,P017,WH3-Z1-A1-R1-S1,1,37.0
E02547,2024-02-02,WH3,P017,WH3-Z3-A1-R3-S2,4,55.1
E02547,2024-02-02,WH3,P005,WH3-Z3-A4-R4-S3,10,41.7
E02548,2024-06-16,WH2,P018,WH2-Z1-A1-R5-S1,2,49.9
E02548,2024-06-16,WH2,P016,WH2-Z3-A3-R3-S1,2,66.1
E02549,2024-02-28,WH2,P010,WH2-Z3-A1-R5-S2,7,85.8
E02549,2024-02-28,WH2,P001,WH2-Z3-A1-R2-S1,2,18.1
E02550,2024-05-29,WH3,P011,WH3-Z3-A1-R5-S2,1,88.6
E02550,2024-05-29,WH3,P003,WH3-Z4-A3-R3-S1,4,51.3
E02551,2024-02-12,WH3,P017,WH3-Z3-A1-R3-S2,4,84.4
E02552,2024-11-28,WH3,P017,WH3-Z3-A1-R3-S2,9,84.0
E02552,2024-11-28,WH3,P003,WH3-Z4-A3-R3-S1,3,48.4
E02552,2024-11-28,WH3,P012,WH3-Z2-A3-R3-S1,5,52.0
E02552,2024-11-28,WH3,P009,WH3-Z3-A4-R4-S2,5,40.2
E02553,2024-06-16,WH2,P019,WH2-Z2-A3-R3-S3,7,80.5
E02553,2024-06-16,WH2,P019,WH2-Z2-A3-R3-S1,10,15.9
E02553,2024-06-16,WH2,P002,WH2-Z2-A4-R2-S2,2,27.0
E02553,2024-06-16,WH2,P018,WH2-Z1-A1-R5-S1,9,60.5
E02554,2024-03-20,WH1,P015,WH1-Z4-A3-R3-S1,8,113.5
E02554,2024-03-20,WH1,P010,WH1-Z4-A2-R3-S1,2,19.3
E02555,2024-03-17,WH3,P011,WH3-Z3-A1-R5-S2,3,84.1
E02555,2024-03-17,WH3,P003,WH3-Z3-A1-R1-S2,6,24.6
E02555,2024-03-17,WH3,P008,WH3-Z1-A3-R3-S3,6,68.1
E02555,2024-03-17,WH3,P012,WH3-Z2-A3-R3-S1,1,34.6
E02556,2024-06-29,WH2,P018,WH2-Z1-A1-R5-S1,10,51.1
E02556,2024-06-29,WH2,P003,WH2-Z3-A4-R1-S2,6,82.4
E02557,2024-03-19,WH2,P008,WH2-Z1-A4-R1-S2,10,63.5
E02557,2024-03-19,WH2,P010,WH2-Z3-A1-R5-S2,10,82.0
E02557,2024-03-19,WH2,P015,WH2-Z4-A4-R2-S1,2,60.2
E02557,2024-03-19,WH2,P004,WH2-Z1-A1-R3-S3,3,95.2
E02557,2024-03-19,WH2,P001,WH2-Z4-A3-R3-S1,10,86.2
E02558,2024-04-13,WH3,P004,WH3-Z2-A1-R5-S2,9,68.4
E02559,2024-11-17,WH1,P015,WH1-Z4-A3-R3-S1,5,112.8
E02559,2024-11-17,WH1,P018,WH1-Z4-A4-R3-S1,7,19.6
E02559,2024-11-17,WH1,P015,WH1-Z4-A3-R3-S1,4,21.3
E02559,2024-11-17,WH1,P011,WH1-Z4-A4-R2-S1,2,21.7
E02560,2024-11-11,WH2,P018,WH2-Z4-A2-R2-S2,10,104.2
E02560,2024-11-11,WH2,P013,WH2-Z1-A4-R5-S2,4,91.2
E02561,2024-01-24,WH2,P004,WH2-Z1-A1-R3-S3,3,46.9
E02561,2024-01-24,WH2,P002,WH2-Z2-A4-R2-S2,6,57.4
E02561,2024-01-24,WH2,P003,WH2-Z3-A4-R1-S2,9,37.3
E02561,2024-01-24,WH2,P001,WH2-Z3-A2-R2-S2,7,31.9
E02562,2024-01-09,WH2,P002,WH2-Z2-A4-R2-S2,10,83.6
E02562,2024-01-09,WH2,P012,WH2-Z4-A3-R3-S3,4,61.1
E02563,2024-05-10,WH1,P018,WH1-Z4-A3-R3-S3,9,113.0
E02563,2024-05-10,WH1,P018,WH1-Z4-A3-R3-S3,5,13.8
E02563,2024-05-10,WH1,P003,WH1-Z3-A1-R5-S2,8,49.9
E02563,2024-05-10,WH1,P018,WH1-Z4-A4-R3-S1,2,57.3
E02564,2024-07-24,WH2,P018,WH2-Z4-A2-R2-S2,8,105.4
E02564,2024-07-24,WH2,P020,WH2-Z4-A3-R1-S1,2,21.6
E02564,2024-07-24,WH2,P004,WH2-Z1-A1-R3-S3,3,88.0
E02564,2024-07-24,WH2,P018,WH2-Z4-A2-R2-S2,3,76.9
E02564,2024-07-24,WH2,P012,WH2-Z4-A3-R3-S3,5,22.9
E02565,2024-06-09,WH3,P008,WH3-Z1-A3-R3-S3,9,60.2
E02565,2024-06-09,WH3,P006,WH3-Z1-A1-R2-S2,2,33.7
E02566,2024-05-10,WH2,P012,WH2-Z4-A3-R3-S3,5,116.5
E02567,2024-01-19,WH3,P006,WH3-Z4-A2-R3-S1,3,109.7
E02567,2024-01-19,WH3,P009,WH3-Z3-A4-R4-S2,4,47.5
E02567,2024-01-19,WH3,P005,WH3-Z1-A1-R3-S1,3,76.7
E02567,2024-01-19,WH3,P011,WH3-Z4-A3-R1-S3,10,90.1
E02567,2024-01-19,WH3,P005,WH3-Z3-A4-R3-S1,3,43.5
E02568,2024-01-30,WH2,P018,WH2-Z4-A2-R2-S2,3,107.5
E02568,2024-01-30,WH2,P013,WH2-Z1-A4-R5-S2,5,89.4
E02568,2024-01-30,WH2,P002,WH2-Z2-A4-R2-S2,6,37.1
E02569,2024-12-30,WH3,P017,WH3-Z3-A1-R3-S2,9,82.8
E02569,2024-12-30,WH3,P016,WH3-Z1-A4-R2-S3,3,72.8
E02570,2024-10-13,WH1,P010,WH1-Z3-A2-R4-S3,4,92.8
E02571,2024-12-15,WH3,P003,WH3-Z4-A3-R3-S1,5,114.4
E02571,2024-12-15,WH3,P006,WH3-Z3-A1-R2-S2,8,51.8
E02572,2024-06-30,WH2,P010,WH2-Z3-A1-R5-S2,8,86.7
E02572,2024-06-30,WH2,P015,WH2-Z4-A4-R2-S1,2,62.8
E02572,2024-06-30,WH2,P001,WH2-Z1-A2-R4-S1,9,89.1
E02572,2024-06-30,WH2,P001,WH2-Z1-A2-R4-S1,5,15.6
E02572,2024-06-30,WH2,P008,WH2-Z1-A4-R1-S2,6,36.5
E02573,2024-09-24,WH3,P017,WH3-Z3-A1-R3-S2,2,82.4
E02573,2024-09-24,WH3,P009,WH3-Z3-A4-R4-S2,1,36.1
E02573,2024-09-24,WH3,P017,WH3-Z1-A1-R1-S1,4,77.7
E02573,2024-09-24,WH3,P011,WH3-Z3-A1-R5-S2,1,61.4
E02574,2024-09-18,WH3,P002,WH3-Z4-A1-R1-S1,7,95.8
E02574,2024-09-18,WH3,P020,WH3-Z3-A3-R4-S1,4,54.4
E02574,2024-09-18,WH3,P009,WH3-Z3-A4-R4-S2,7,25.0
E02574,2024-09-18,WH3,P015,WH3-Z3-A1-R2-S3,9,39.6
E02575,2024-09-14,WH1,P002,WH1-Z1-A3-R4-S3,1,64.3
E02575,2024-09-14,WH1,P009,WH1-Z4-A1-R3-S2,6,88.5
E02576,2024-05-24,WH1,P010,WH1-Z3-A2-R4-S3,10,89.6
E02576,2024-05-24,WH1,P010,WH1-Z3-A2-R4-S3,9,13.6
E02576,2024-05-24,WH1,P003,WH1-Z3-A1-R5-S2,4,25.0
E02576,2024-05-24,WH1,P016,WH1-Z4-A2-R1-S2,7,44.6
E02576,2024-05-24,WH1,P014,WH1-Z4-A1-R1-S2,1,19.4
E02577,2024-07-19,WH1,P014,WH1-Z4-A1-R1-S2,10,96.7
E02577,2024-07-19,WH1,P011,WH1-Z2-A1-R1-S2,4,48.8
E02577,2024-07-19,WH1,P004,WH1-Z2-A2-R1-S2,3,22.1
E02578,2024-06-24,WH2,P001,WH2-Z3-A1-R2-S1,3,77.5
E02578,2024-06-24,WH2,P010,WH2-Z4-A1-R2-S2,2,31.5
E02578,2024-06-24,WH2,P001,WH2-Z4-A3-R3-S1,2,30.4
E02578,2024-06-24,WH2,P019,WH2-Z2-A3-R3-S3,7,49.4
E02578,2024-06-24,WH2,P018,WH2-Z1-A1-R5-S1,1,51.6
E02579,2024-06-12,WH1,P014,WH1-Z4-A1-R1-S3,1,97.5
E02579,2024-06-12,WH1,P007,WH1-Z2-A4-R2-S3,8,71.6
E02580,2024-12-16,WH3,P009,WH3-Z3-A4-R4-S2,7,104.9
E02580,2024-12-16,WH3,P011,WH3-Z4-A3-R1-S3,3,45.1
E02580,2024-12-16,WH3,P005,WH3-Z3-A2-R3-S3,5,42.1
E02580,2024-12-16,WH3,P005,WH3-Z3-A4-R3-S1,6,28.1
E02581,2024-03-13,WH1,P004,WH1-Z2-A2-R1-S2,4,70.7
E02581,2024-03-13,WH1,P004,WH1-Z2-A2-R1-S2,2,17.8
E02581,2024-03-13,WH1,P011,WH1-Z2-A1-R1-S2,8,23.4
E02582,2024-03-01,WH1,P014,WH1-Z4-A1-R1-S2,7,99.4
E02582,2024-03-01,WH1,P015,WH1-Z4-A3-R3-S1,10,30.6
E02582,2024-03-01,WH1,P013,WH1-Z3-A4-R3-S3,8,38.8
E02583,2024-02-17,WH1,P013,WH1-Z3-A4-R3-S3,4,104.3
E02583,2024-02-17,WH1,P010,WH1-Z3-A2-R4-S3,9,32.3
E02584,2024-09-20,WH2,P015,WH2-Z4-A4-R2-S1,8,122.1
E02585,2024-12-30,WH1,P002,WH1-Z1-A3-R4-S3,1,64.5
E02585,2024-12-30,WH1,P009,WH1-Z4-A1-R3-S2,6,86.3
E02585,2024-12-30,WH1,P018,WH1-Z4-A3-R3-S3,6,27.6
E02585,2024-12-30,WH1,P011,WH1-Z4-A4-R2-S1,7,25.0
E02586,2024-11-07,WH1,P010,WH1-Z4-A2-R3-S1,9,105.4
E02587,2024-06-01,WH2,P001,WH2-Z3-A1-R2-S1,4,82.9
E02587,2024-06-01,WH2,P012,WH2-Z4-A3-R3-S3,6,48.0
E02587,2024-06-01,WH2,P008,WH2-Z1-A4-R1-S2,3,79.0
E02587,2024-06-01,WH2,P004,WH2-Z1-A1-R3-S3,1,40.3
E02588,2024-01-05,WH3,P019,WH3-Z3-A1-R5-S3,3,84.5
E02588,2024-01-05,WH3,P011,WH3-Z3-A1-R5-S2,8,15.3
E02588,2024-01-05,WH3,P013,WH3-Z3-A4-R2-S3,9,45.2
E02588,2024-01-05,WH3,P002,WH3-Z4-A1-R1-S1,10,55.1
E02588,2024-01-05,WH3,P004,WH3-Z2-A1-R5-S2,4,56.6
E02589,2024-02-12,WH2,P001,WH2-Z4-A1-R1-S2,10,94.5
E02590,2024-07-11,WH2,P002,WH2-Z2-A4-R2-S2,5,84.8
E02590,2024-07-11,WH2,P001,WH2-Z4-A3-R3-S1,6,58.1
E02590,2024-07-11,WH2,P002,WH2-Z2-A4-R2-S2,2,58.8
E02590,2024-07-11,WH2,P010,WH2-Z4-A1-R2-S2,3,70.4
E02590,2024-07-11,WH2,P002,WH2-Z2-A4-R2-S2,6,71.3
E02591,2024-07-13,WH2,P019,WH2-Z2-A3-R3-S1,5,80.9
E02591,2024-07-13,WH2,P018,WH2-Z1-A1-R5-S1,7,53.9
E02592,2024-09-26,WH3,P020,WH3-Z3-A3-R4-S1,8,95.5
E02592,2024-09-26,WH3,P004,WH3-Z2-A1-R5-S2,3,49.2
E02592,2024-09-26,WH3,P020,WH3-Z3-A4-R3-S2,10,55.6
E02592,2024-09-26,WH3,P016,WH3-Z1-A4-R2-S3,3,50.5
E02593,2024-12-19,WH3,P015,WH3-Z3-A1-R2-S3,4,83.9
E02593,2024-12-19,WH3,P005,WH3-Z3-A4-R4-S3,3,40.0
E02593,2024-12-19,WH3,P016,WH3-Z1-A4-R2-S3,7,53.9
E02593,2024-12-19,WH3,P008,WH3-Z1-A3-R3-S3,3,24.3
E02593,2024-12-19,WH3,P016,WH3-Z1-A4-R2-S3,7,21.7
E02594,2024-04-11,WH2,P001,WH2-Z3-A1-R2-S1,3,78.1
E02595,2024-02-17,WH2,P001,WH2-Z4-A1-R1-S2,6,99.9
E02595,2024-02-17,WH2,P010,WH2-Z4-A1-R2-S2,5,14.5
E02595,2024-02-17,WH2,P018,WH2-Z1-A1-R5-S1,4,77.5
E02596,2024-03-01,WH1,P004,WH1-Z2-A2-R1-S2,7,70.0
E02596,2024-03-01,WH1,P008,WH1-Z3-A2-R1-S2,7,30.2
E02596,2024-03-01,WH1,P007,WH1-Z2-A4-R2-S3,2,52.7
E02596,2024-03-01,WH1,P012,WH1-Z4-A2-R2-S1,3,65.0
E02597,2024-11-19,WH3,P017,WH3-Z3-A4-R3-S3,6,103.5
E02597,2024-11-19,WH3,P014,WH3-Z3-A4-R2-S2,5,18.5
E02597,2024-11-19,WH3,P006,WH3-Z1-A3-R1-S1,9,62.8
E02597,2024-11-19,WH3,P019,WH3-Z4-A1-R2-S3,5,83.8
E02597,2024-11-19,WH3,P006,WH3-Z1-A3-R1-S1,6,89.0
E02598,2024-09-05,WH2,P001,WH2-Z1-A2-R4-S1,8,56.1
E02598,2024-09-05,WH2,P009,WH2-Z2-A3-R2-S2,10,45.8
E02599,2024-09-08,WH2,P009,WH2-Z2-A4-R3-S2,2,83.7
E02600,2024-04-19,WH2,P019,WH2-Z2-A3-R3-S3,1,79.9
E02601,2024-02-02,WH3,P008,WH3-Z1-A3-R3-S3,6,60.7
E02601,2024-02-02,WH3,P017,WH3-Z3-A4-R3-S3,3,56.4
E02601,2024-02-02,WH3,P017,WH3-Z1-A1-R1-S1,6,78.8
E02601,2024-02-02,WH3,P013,WH3-Z3-A4-R2-S3,7,74.5
E02602,2024-12-11,WH1,P007,WH1-Z2-A4-R2-S3,2,87.5
E02602,2024-12-11,WH1,P013,WH1-Z3-A4-R3-S3,7,34.9
E02602,2024-12-11,WH1,P008,WH1-Z3-A2-R1-S2,1,36.1
E02602,2024-12-11,WH1,P010,WH1-Z3-A2-R4-S3,10,20.8
E02603,2024-09-05,WH2,P010,WH2-Z4-A1-R2-S2,10,97.2
E02603,2024-09-05,WH2,P013,WH2-Z1-A4-R5-S2,6,97.5
E02604,2024-03-03,WH3,P006,WH3-Z3-A1-R2-S2,9,78.9
E02604,2024-03-03,WH3,P003,WH3-Z3-A1-R1-S2,9,14.2
E02605,2024-02-03,WH2,P018,WH2-Z1-A1-R5-S1,5,48.3
E02605,2024-02-03,WH2,P001,WH2-Z1-A2-R4-S1,8,25.5
E02606,2024-07-13,WH1,P011,WH1-Z2-A1-R1-S2,5,59.7
E02607,2024-03-06,WH1,P014,WH1-Z4-A1-R1-S3,2,95.9
E02607,2024-03-06,WH1,P014,WH1-Z4-A1-R1-S3,5,12.4
E02608,2024-09-27,WH3,P006,WH3-Z1-A3-R1-S1,5,58.5
E02609,2024-09-18,WH3,P017,WH3-Z3-A1-R3-S2,1,83.3
E02609,2024-09-18,WH3,P020,WH3-Z3-A3-R4-S1,9,34.1
E02609,2024-09-18,WH3,P005,WH3-Z1-A1-R3-S1,6,68.6
E02609,2024-09-18,WH3,P019,WH3-Z4-A1-R2-S3,9,72.9
E02610,2024-04-28,WH1,P007,WH1-Z2-A2-R5-S1,9,75.5
E02610,2024-04-28,WH1,P011,WH1-Z4-A4-R2-S1,7,71.9
E02611,2024-01-29,WH1,P016,WH1-Z4-A2-R1-S2,5,105.8
E02611,2024-01-29,WH1,P008,WH1-Z3-A2-R1-S2,1,30.5
E02611,2024-01-29,WH1,P011,WH1-Z2-A1-R1-S2,7,40.1
E02611,2024-01-29,WH1,P007,WH1-Z2-A2-R5-S1,10,28.0
E02611,2024-01-29,WH1,P010,WH1-Z4-A2-R3-S1,1,55.6
E02612,2024-10-13,WH1,P018,WH1-Z4-A4-R3-S1,2,122.6
E02612,2024-10-13,WH1,P002,WH1-Z1-A3-R4-S3,2,80.9
E02612,2024-10-13,WH1,P016,WH1-Z4-A2-R1-S2,2,85.1
E02612,2024-10-13,WH1,P014,WH1-Z4-A1-R1-S2,2,22.4
E02613,2024-11-19,WH3,P009,WH3-Z3-A4-R4-S2,8,106.2
E02613,2024-11-19,WH3,P017,WH3-Z1-A1-R1-S1,4,76.1
E02613,2024-11-19,WH3,P019,WH3-Z4-A1-R2-S3,3,68.9
E02613,2024-11-19,WH3,P003,WH3-Z3-A1-R1-S2,4,32.5
E02614,2024-02-19,WH1,P003,WH1-Z3-A1-R5-S2,1,84.0
E02614,2024-02-19,WH1,P015,WH1-Z4-A3-R3-S1,7,50.2
E02614,2024-02-19,WH1,P009,WH1-Z4-A1-R3-S2,1,31.7
E02615,2024-07-16,WH2,P015,WH2-Z4-A4-R2-S1,5,118.3
E02615,2024-07-16,WH2,P018,WH2-Z4-A2-R2-S2,2,32.3
E02615,2024-07-16,WH2,P016,WH2-Z3-A3-R3-S1,4,45.5
E02615,2024-07-16,WH2,P008,WH2-Z1-A4-R1-S2,6,63.0
E02615,2024-07-16,WH2,P018,WH2-Z1-A1-R5-S1,6,44.1
E02616,2024-09-23,WH3,P015,WH3-Z3-A1-R2-S3,9,80.8
E02617,2024-12-26,WH3,P006,WH3-Z1-A3-R1-S1,9,55.4
E02617,2024-12-26,WH3,P017,WH3-Z3-A1-R3-S2,8,69.9
E02617,2024-12-26,WH3,P017,WH3-Z1-A1-R1-S1,7,53.1
E02617,2024-12-26,WH3,P005,WH3-Z3-A4-R3-S1,9,78.0
E02617,2024-12-26,WH3,P013,WH3-Z3-A4-R2-S3,7,19.4
E02618,2024-08-09,WH2,P001,WH2-Z4-A3-R3-S1,2,113.2
E02618,2024-08-09,WH2,P019,WH2-Z2-A3-R3-S1,1,48.3
E02618,2024-08-09,WH2,P018,WH2-Z4-A2-R2-S2,4,63.0
E02619,2024-07-31,WH2,P002,WH2-Z2-A4-R2-S2,7,86.5
E02619,2024-07-31,WH2,P008,WH2-Z1-A4-R1-S2,4,35.3
E02619,2024-07-31,WH2,P015,WH2-Z4-A4-R2-S1,9,68.7
E02619,2024-07-31,WH2,P013,WH2-Z1-A4-R5-S2,2,75.8
E02619,2024-07-31,WH2,P019,WH2-Z2-A3-R3-S3,6,47.3
E02620,2024-11-13,WH2,P019,WH2-Z2-A3-R3-S1,2,81.5
E02621,2024-08-01,WH3,P020,WH3-Z3-A4-R3-S2,6,106.8
E02621,2024-08-01,WH3,P011,WH3-Z3-A1-R5-S2,10,39.9
E02621,2024-08-01,WH3,P002,WH3-Z4-A1-R1-S1,8,42.0
E02622,2024-11-30,WH3,P002,WH3-Z4-A1-R1-S1,3,94.1
E02622,2024-11-30,WH3,P020,WH3-Z3-A3-R4-S1,9,52.6
E02623,2024-01-04,WH3,P005,WH3-Z1-A1-R3-S1,5,45.0
E02623,2024-01-04,WH3,P006,WH3-Z3-A1-R2-S2,2,53.7
E02623,2024-01-04,WH3,P020,WH3-Z3-A4-R3-S2,3,38.3
E02623,2024-01-04,WH3,P015,WH3-Z3-A1-R2-S3,3,41.2
E02624,2024-01-09,WH3,P006,WH3-Z1-A1-R2-S2,3,46.0
E02624,2024-01-09,WH3,P006,WH3-Z3-A1-R2-S2,6,50.4
E02624,2024-01-09,WH3,P014,WH3-Z3-A4-R2-S2,4,38.1
E02624,2024-01-09,WH3,P005,WH3-Z1-A1-R3-S1,5,73.3
E02625,2024-06-05,WH2,P018,WH2-Z1-A1-R5-S1,1,49.9
E02626,2024-11-23,WH3,P011,WH3-Z4-A3-R1-S3,9,110.7
E02626,2024-11-23,WH3,P012,WH3-Z2-A3-R3-S1,1,53.9
E02626,2024-11-23,WH3,P009,WH3-Z3-A4-R4-S2,5,41.3
E02626,2024-11-23,WH3,P011,WH3-Z4-A3-R1-S3,4,48.5
E02626,2024-11-23,WH3,P017,WH3-Z3-A1-R3-S2,2,50.1
E02627,2024-07-26,WH3,P003,WH3-Z4-A3-R3-S1,7,112.7
E02627,2024-07-26,WH3,P015,WH3-Z3-A1-R2-S3,1,53.1
E02628,2024-12-03,WH3,P005,WH3-Z1-A1-R3-S1,1,46.2
E02629,2024-08-10,WH2,P001,WH2-Z4-A1-R1-S2,10,95.4
E02629,2024-08-10,WH2,P019,WH2-Z2-A3-R3-S3,6,68.3
E02629,2024-08-10,WH2,P020,WH2-Z4-A3-R1-S1,3,55.9
E02630,2024-03-04,WH3,P005,WH3-Z1-A1-R3-S1,5,44.9
E02630,2024-03-04,WH3,P005,WH3-Z3-A4-R3-S1,6,70.0
E02630,2024-03-04,WH3,P003,WH3-Z3-A1-R1-S2,10,39.0
E02631,2024-03-23,WH1,P013,WH1-Z3-A4-R3-S3,9,102.9
E02632,2024-03-22,WH1,P007,WH1-Z2-A2-R5-S1,7,76.4
E02633,2024-10-24,WH2,P001,WH2-Z3-A1-R2-S1,3,81.6
E02633,2024-10-24,WH2,P018,WH2-Z4-A2-R2-S2,1,41.8
E02633,2024-10-24,WH2,P001,WH2-Z1-A2-R4-S1,10,72.2
E02633,2024-10-24,WH2,P010,WH2-Z4-A1-R2-S2,4,82.9
E02633,2024-10-24,WH2,P019,WH2-Z2-A3-R3-S3,8,66.2
E02634,2024-07-08,WH1,P010,WH1-Z3-A2-R4-S3,8,90.7
E02634,2024-07-08,WH1,P008,WH1-Z3-A2-R1-S2,7,19.6
E02635,2024-05-19,WH3,P006,WH3-Z1-A1-R2-S2,3,45.2
E02635,2024-05-19,WH3,P017,WH3-Z3-A4-R3-S3,10,73.9
E02635,2024-05-19,WH3,P020,WH3-Z3-A3-R4-S1,10,25.8
E02635,2024-05-19,WH3,P003,WH3-Z4-A3-R3-S1,10,36.7
E02635,2024-05-19,WH3,P011,WH3-Z4-A3-R1-S3,4,18.5
E02636,2024-01-26,WH2,P007,WH2-Z2-A1-R3-S1,10,61.7
E02636,2024-01-26,WH2,P001,WH2-Z3-A2-R2-S2,1,40.6
E02637,2024-01-23,WH3,P003,WH3-Z3-A1-R1-S2,1,78.9
E02637,2024-01-23,WH3,P006,WH3-Z1-A3-R1-S1,10,66.2
E02638,2024-10-05,WH3,P004,WH3-Z2-A1-R5-S2,4,65.6
E02639,2024-06-29,WH1,P007,WH1-Z2-A2-R5-S1,9,74.2
E02640,2024-03-02,WH2,P018,WH2-Z1-A1-R5-S1,3,49.0
E02640,2024-03-02,WH2,P001,WH2-Z3-A1-R2-S1,2,55.9
E02641,2024-02-01,WH2,P018,WH2-Z1-A1-R5-S1,5,52.0
E02641,2024-02-01,WH2,P019,WH2-Z2-A3-R3-S1,3,48.7
E02641,2024-02-01,WH2,P016,WH2-Z3-A3-R3-S1,1,31.8
E02642,2024-07-02,WH1,P011,WH1-Z4-A4-R2-S1,9,122.0
E02642,2024-07-02,WH1,P018,WH1-Z4-A3-R3-S3,4,27.9
E02642,2024-07-02,WH1,P012,WH1-Z4-A2-R2-S1,3,26.3
E02642,2024-07-02,WH1,P003,WH1-Z3-A1-R5-S2,8,47.1
E02642,2024-07-02,WH1,P008,WH1-Z3-A2-R1-S2,2,31.5
E02643,2024-03-05,WH2,P015,WH2-Z4-A4-R2-S1,9,118.9
E02644,2024-01-14,WH3,P020,WH3-Z3-A4-R3-S2,4,107.1
E02644,2024-01-14,WH3,P003,WH3-Z4-A3-R3-S1,2,42.7
E02644,2024-01-14,WH3,P012,WH3-Z2-A3-R3-S1,2,52.4
E02645,2024-04-07,WH1,P018,WH1-Z4-A3-R3-S3,3,116.6
E02646,2024-04-26,WH1,P015,WH1-Z4-A3-R3-S1,8,111.7
E02646,2024-04-26,WH1,P013,WH1-Z3-A4-R3-S3,5,38.7
E02646,2024-04-26,WH1,P004,WH1-Z2-A2-R1-S2,9,49.8
E02646,2024-04-26,WH1,P007,WH1-Z2-A2-R5-S1,6,23.9
E02646,2024-04-26,WH1,P009,WH1-Z4-A1-R3-S2,10,62.1
E02647,2024-05-08,WH2,P007,WH2-Z2-A1-R3-S1,4,66.5
E02647,2024-05-08,WH2,P018,WH2-Z4-A2-R2-S2,5,58.5
E02647,2024-05-08,WH2,P004,WH2-Z1-A1-R3-S3,5,79.2
E02648,2024-08-30,WH1,P012,WH1-Z4-A2-R2-S1,7,105.7
E02648,2024-08-30,WH1,P013,WH1-Z3-A4-R3-S3,7,49.7
E02648,2024-08-30,WH1,P007,WH1-Z2-A2-R5-S1,5,50.8
E02649,2024-01-19,WH2,P007,WH2-Z2-A1-R3-S1,2,62.1
E02649,2024-01-19,WH2,P001,WH2-Z3-A2-R2-S2,6,45.1
E02650,2024-01-01,WH1,P007,WH1-Z2-A2-R5-S1,10,74.2
E02650,2024-01-01,WH1,P012,WH1-Z4-A2-R2-S1,6,54.3
E02651,2024-07-30,WH3,P003,WH3-Z4-A3-R3-S1,10,113.2
E02652,2024-11-02,WH1,P016,WH1-Z4-A2-R1-S2,1,101.5
E02652,2024-11-02,WH1,P011,WH1-Z4-A4-R2-S1,9,34.7
E02653,2024-04-26,WH3,P005,WH3-Z3-A4-R4-S3,6,104.2
E02653,2024-04-26,WH3,P009,WH3-Z3-A4-R4-S2,10,17.6
E02653,2024-04-26,WH3,P005,WH3-Z1-A1-R3-S1,5,75.3
E02653,2024-04-26,WH3,P005,WH3-Z3-A2-R3-S3,6,58.6
E02654,2024-09-29,WH3,P006,WH3-Z4-A2-R3-S1,2,106.8
E02654,2024-09-29,WH3,P008,WH3-Z1-A3-R3-S3,1,74.7
E02654,2024-09-29,WH3,P006,WH3-Z3-A1-R2-S2,1,70.7
E02654,2024-09-29,WH3,P009,WH3-Z3-A4-R4-S2,6,40.2
E02655,2024-09-25,WH3,P017,WH3-Z3-A1-R3-S2,3,82.8
E02655,2024-09-25,WH3,P005,WH3-Z3-A2-R3-S3,5,21.2
E02655,2024-09-25,WH3,P017,WH3-Z1-A1-R1-S1,10,64.6
E02656,2024-08-30,WH2,P018,WH2-Z1-A1-R5-S1,3,50.2
E02656,2024-08-30,WH2,P001,WH2-Z1-A2-R4-S1,7,22.4
E02657,2024-11-13,WH3,P017,WH3-Z3-A1-R3-S2,4,83.1
E02657,2024-11-13,WH3,P009,WH3-Z3-A4-R4-S2,8,41.0
E02657,2024-11-13,WH3,P017,WH3-Z3-A4-R3-S3,1,18.8
E02657,2024-11-13,WH3,P002,WH3-Z4-A1-R1-S1,2,62.2
E02658,2024-04-09,WH2,P001,WH2-Z3-A1-R2-S1,7,77.8
E02658,2024-04-09,WH2,P016,WH2-Z3-A3-R3-S1,2,31.8
E02658,2024-04-09,WH2,P012,WH2-Z4-A3-R3-S3,3,34.6
E02658,2024-04-09,WH2,P018,WH2-Z4-A2-R2-S2,4,22.5
E02658,2024-04-09,WH2,P009,WH2-Z2-A4-R3-S2,2,65.4
E02659,2024-10-30,WH3,P017,WH3-Z3-A4-R3-S3,3,105.9
E02659,2024-10-30,WH3,P020,WH3-Z3-A3-R4-S1,9,23.2
E02659,2024-10-30,WH3,P019,WH3-Z3-A1-R5-S3,7,32.9
E02659,2024-10-30,WH3,P019,WH3-Z4-A1-R2-S3,10,35.6
E02659,2024-10-30,WH3,P017,WH3-Z3-A1-R3-S2,10,34.7
E02660,2024-05-22,WH3,P016,WH3-Z1-A4-R2-S3,10,65.7
