date,product_id,location_code,warehouse_id,inventory_level,units_sold,units_received
2024-08-20,P001,WH2-Z3-A1-R2-S1,WH2,315,32,0
2024-08-21,P001,WH2-Z3-A1-R2-S1,WH2,280,35,0
2024-08-22,P001,WH2-Z3-A1-R2-S1,WH2,246,34,0
2024-08-23,P001,WH2-Z3-A1-R2-S1,WH2,232,14,0
2024-08-24,P001,WH2-Z3-A1-R2-S1,WH2,207,25,0
2024-08-25,P001,WH2-Z3-A1-R2-S1,WH2,173,34,0
2024-08-26,P001,WH2-Z3-A1-R2-S1,WH2,146,27,0
2024-08-27,P001,WH2-Z3-A1-R2-S1,WH2,115,31,0
2024-08-28,P001,WH2-Z3-A1-R2-S1,WH2,95,20,0
2024-08-29,P001,WH2-Z3-A1-R2-S1,WH2,68,27,0
2024-08-30,P001,WH2-Z3-A1-R2-S1,WH2,42,26,0
2024-08-31,P001,WH2-Z3-A1-R2-S1,WH2,10,32,0
2024-09-01,P001,WH2-Z3-A1-R2-S1,WH2,543,39,572
2024-09-02,P001,WH2-Z3-A1-R2-S1,WH2,513,30,0
2024-09-03,P001,WH2-Z3-A1-R2-S1,WH2,478,35,0
2024-09-04,P001,WH2-Z3-A1-R2-S1,WH2,450,28,0
2024-09-05,P001,WH2-Z3-A1-R2-S1,WH2,423,27,0
2024-09-06,P001,WH2-Z3-A1-R2-S1,WH2,399,24,0
2024-09-07,P001,WH2-Z3-A1-R2-S1,WH2,369,30,0
2024-09-08,P001,WH2-Z3-A1-R2-S1,WH2,341,28,0
2024-09-09,P001,WH2-Z3-A1-R2-S1,WH2,320,21,0
2024-09-10,P001,WH2-Z3-A1-R2-S1,WH2,298,22,0
2024-09-11,P001,WH2-Z3-A1-R2-S1,WH2,267,31,0
2024-09-12,P001,WH2-Z3-A1-R2-S1,WH2,237,30,0
2024-09-13,P001,WH2-Z3-A1-R2-S1,WH2,203,34,0
2024-09-14,P001,WH2-Z3-A1-R2-S1,WH2,64,139,0
2024-09-15,P001,WH2-Z3-A1-R2-S1,WH2,33,31,0
2024-09-16,P001,WH2-Z3-A1-R2-S1,WH2,9,24,0
2024-09-17,P001,WH2-Z3-A1-R2-S1,WH2,0,9,0
2024-09-18,P001,WH2-Z3-A1-R2-S1,WH2,0,0,0
2024-09-19,P001,WH2-Z3-A1-R2-S1,WH2,0,0,0
2024-09-20,P001,WH2-Z3-A1-R2-S1,WH2,0,0,0
2024-09-21,P001,WH2-Z3-A1-R2-S1,WH2,539,33,572
2024-09-22,P001,WH2-Z3-A1-R2-S1,WH2,506,33,0
2024-09-23,P001,WH2-Z3-A1-R2-S1,WH2,480,26,0
2024-09-24,P001,WH2-Z3-A1-R2-S1,WH2,458,22,0
2024-09-25,P001,WH2-Z3-A1-R2-S1,WH2,425,33,0
2024-09-26,P001,WH2-Z3-A1-R2-S1,WH2,396,29,0
2024-09-27,P001,WH2-Z3-A1-R2-S1,WH2,372,24,0
2024-09-28,P001,WH2-Z3-A1-R2-S1,WH2,325,47,0
2024-09-29,P001,WH2-Z3-A1-R2-S1,WH2,290,35,0
2024-09-30,P001,WH2-Z3-A1-R2-S1,WH2,261,29,0
2024-10-01,P001,WH2-Z3-A1-R2-S1,WH2,233,28,0
2024-10-02,P001,WH2-Z3-A1-R2-S1,WH2,204,29,0
2024-10-03,P001,WH2-Z3-A1-R2-S1,WH2,181,23,0
2024-10-04,P001,WH2-Z3-A1-R2-S1,WH2,158,23,0
2024-10-05,P001,WH2-Z3-A1-R2-S1,WH2,118,40,0
2024-10-06,P001,WH2-Z3-A1-R2-S1,WH2,73,45,0
2024-10-07,P001,WH2-Z3-A1-R2-S1,WH2,41,32,0
2024-10-08,P001,WH2-Z3-A1-R2-S1,WH2,12,29,0
2024-10-09,P001,WH2-Z3-A1-R2-S1,WH2,0,12,0
2024-10-10,P001,WH2-Z3-A1-R2-S1,WH2,545,27,572
2024-10-11,P001,WH2-Z3-A1-R2-S1,WH2,520,25,0
2024-10-12,P001,WH2-Z3-A1-R2-S1,WH2,484,36,0
2024-10-13,P001,WH2-Z3-A1-R2-S1,WH2,448,36,0
2024-10-14,P001,WH2-Z3-A1-R2-S1,WH2,422,26,0
2024-10-15,P001,WH2-Z3-A1-R2-S1,WH2,315,107,0
2024-10-16,P001,WH2-Z3-A1-R2-S1,WH2,291,24,0
2024-10-17,P001,WH2-Z3-A1-R2-S1,WH2,258,33,0
2024-10-18,P001,WH2-Z3-A1-R2-S1,WH2,236,22,0
2024-10-19,P001,WH2-Z3-A1-R2-S1,WH2,202,34,0
2024-10-20,P001,WH2-Z3-A1-R2-S1,WH2,100,102,0
2024-10-21,P001,WH2-Z3-A1-R2-S1,WH2,77,23,0
2024-10-22,P001,WH2-Z3-A1-R2-S1,WH2,49,28,0
2024-10-23,P001,WH2-Z3-A1-R2-S1,WH2,20,29,0
2024-10-24,P001,WH2-Z3-A1-R2-S1,WH2,5,15,0
2024-10-25,P001,WH2-Z3-A1-R2-S1,WH2,0,5,0
2024-10-26,P001,WH2-Z3-A1-R2-S1,WH2,0,0,0
2024-10-27,P001,WH2-Z3-A1-R2-S1,WH2,533,39,572
2024-10-28,P001,WH2-Z3-A1-R2-S1,WH2,506,27,0
2024-10-29,P001,WH2-Z3-A1-R2-S1,WH2,479,27,0
2024-10-30,P001,WH2-Z3-A1-R2-S1,WH2,442,37,0
2024-10-31,P001,WH2-Z3-A1-R2-S1,WH2,407,35,0
2024-11-01,P001,WH2-Z3-A1-R2-S1,WH2,374,33,0
2024-11-02,P001,WH2-Z3-A1-R2-S1,WH2,331,43,0
2024-11-03,P001,WH2-Z3-A1-R2-S1,WH2,290,41,0
2024-11-04,P001,WH2-Z3-A1-R2-S1,WH2,272,18,0
2024-11-05,P001,WH2-Z3-A1-R2-S1,WH2,245,27,0
2024-11-06,P001,WH2-Z3-A1-R2-S1,WH2,222,23,0
2024-11-07,P001,WH2-Z3-A1-R2-S1,WH2,192,30,0
2024-11-08,P001,WH2-Z3-A1-R2-S1,WH2,154,38,0
2024-11-09,P001,WH2-Z3-A1-R2-S1,WH2,35,119,0
2024-11-10,P001,WH2-Z3-A1-R2-S1,WH2,3,32,0
2024-11-11,P001,WH2-Z3-A1-R2-S1,WH2,0,3,0
2024-11-12,P001,WH2-Z3-A1-R2-S1,WH2,0,0,0
2024-11-13,P001,WH2-Z3-A1-R2-S1,WH2,0,0,0
2024-11-14,P001,WH2-Z3-A1-R2-S1,WH2,0,0,0
2024-11-15,P001,WH2-Z3-A1-R2-S1,WH2,539,33,572
2024-11-16,P001,WH2-Z3-A1-R2-S1,WH2,502,37,0
2024-11-17,P001,WH2-Z3-A1-R2-S1,WH2,461,41,0
2024-11-18,P001,WH2-Z3-A1-R2-S1,WH2,438,23,0
2024-11-19,P001,WH2-Z3-A1-R2-S1,WH2,416,22,0
2024-11-20,P001,WH2-Z3-A1-R2-S1,WH2,397,19,0
2024-11-21,P001,WH2-Z3-A1-R2-S1,WH2,362,35,0
2024-11-22,P001,WH2-Z3-A1-R2-S1,WH2,324,38,0
2024-11-23,P001,WH2-Z3-A1-R2-S1,WH2,294,30,0
2024-11-24,P001,WH2-Z3-A1-R2-S1,WH2,252,42,0
2024-11-25,P001,WH2-Z3-A1-R2-S1,WH2,223,29,0
2024-11-26,P001,WH2-Z3-A1-R2-S1,WH2,188,35,0
2024-11-27,P001,WH2-Z3-A1-R2-S1,WH2,166,22,0
2024-11-28,P001,WH2-Z3-A1-R2-S1,WH2,145,21,0
2024-11-29,P001,WH2-Z3-A1-R2-S1,WH2,111,34,0
2024-11-30,P001,WH2-Z3-A1-R2-S1,WH2,68,43,0
2024-12-01,P001,WH2-Z3-A1-R2-S1,WH2,29,39,0
2024-12-02,P001,WH2-Z3-A1-R2-S1,WH2,0,29,0
2024-12-03,P001,WH2-Z3-A1-R2-S1,WH2,545,27,572
2024-12-04,P001,WH2-Z3-A1-R2-S1,WH2,461,84,0
2024-12-05,P001,WH2-Z3-A1-R2-S1,WH2,433,28,0
2024-12-06,P001,WH2-Z3-A1-R2-S1,WH2,401,32,0
2024-12-07,P001,WH2-Z3-A1-R2-S1,WH2,361,40,0
2024-12-08,P001,WH2-Z3-A1-R2-S1,WH2,312,49,0
2024-12-09,P001,WH2-Z3-A1-R2-S1,WH2,286,26,0
2024-12-10,P001,WH2-Z3-A1-R2-S1,WH2,263,23,0
2024-12-11,P001,WH2-Z3-A1-R2-S1,WH2,234,29,0
2024-12-12,P001,WH2-Z3-A1-R2-S1,WH2,200,34,0
2024-12-13,P001,WH2-Z3-A1-R2-S1,WH2,171,29,0
2024-12-14,P001,WH2-Z3-A1-R2-S1,WH2,137,34,0
2024-12-15,P001,WH2-Z3-A1-R2-S1,WH2,102,35,0
2024-12-16,P001,WH2-Z3-A1-R2-S1,WH2,72,30,0
2024-12-17,P001,WH2-Z3-A1-R2-S1,WH2,53,19,0
2024-12-18,P001,WH2-Z3-A1-R2-S1,WH2,22,31,0
2024-12-19,P001,WH2-Z3-A1-R2-S1,WH2,0,22,0
2024-12-20,P001,WH2-Z3-A1-R2-S1,WH2,494,78,572
2024-12-21,P001,WH2-Z3-A1-R2-S1,WH2,451,43,0
2024-12-22,P001,WH2-Z3-A1-R2-S1,WH2,413,38,0
2024-12-23,P001,WH2-Z3-A1-R2-S1,WH2,379,34,0
2024-12-24,P001,WH2-Z3-A1-R2-S1,WH2,347,32,0
2024-12-25,P001,WH2-Z3-A1-R2-S1,WH2,323,24,0
2024-12-26,P001,WH2-Z3-A1-R2-S1,WH2,296,27,0
2024-12-27,P001,WH2-Z3-A1-R2-S1,WH2,268,28,0
2024-12-28,P001,WH2-Z3-A1-R2-S1,WH2,224,44,0
2024-12-29,P001,WH2-Z3-A1-R2-S1,WH2,191,33,0
2024-12-30,P001,WH2-Z3-A1-R2-S1,WH2,157,34,0
2024-01-01,P001,WH2-Z4-A3-R3-S1,WH2,835,26,0
2024-01-02,P001,WH2-Z4-A3-R3-S1,WH2,799,36,0
2024-01-03,P001,WH2-Z4-A3-R3-S1,WH2,754,45,0
2024-01-04,P001,WH2-Z4-A3-R3-S1,WH2,714,40,0
2024-01-05,P001,WH2-Z4-A3-R3-S1,WH2,677,37,0
2024-01-06,P001,WH2-Z4-A3-R3-S1,WH2,619,58,0
2024-01-07,P001,WH2-Z4-A3-R3-S1,WH2,573,46,0
2024-01-08,P001,WH2-Z4-A3-R3-S1,WH2,527,46,0
2024-01-09,P001,WH2-Z4-A3-R3-S1,WH2,493,34,0
2024-01-10,P001,WH2-Z4-A3-R3-S1,WH2,456,37,0
2024-01-11,P001,WH2-Z4-A3-R3-S1,WH2,431,25,0
2024-01-12,P001,WH2-Z4-A3-R3-S1,WH2,399,32,0
2024-01-13,P001,WH2-Z4-A3-R3-S1,WH2,348,51,0
2024-01-14,P001,WH2-Z4-A3-R3-S1,WH2,300,48,0
2024-01-15,P001,WH2-Z4-A3-R3-S1,WH2,260,40,0
2024-01-16,P001,WH2-Z4-A3-R3-S1,WH2,234,26,0
2024-01-17,P001,WH2-Z4-A3-R3-S1,WH2,200,34,0
2024-01-18,P001,WH2-Z4-A3-R3-S1,WH2,169,31,0
2024-01-19,P001,WH2-Z4-A3-R3-S1,WH2,137,32,0
2024-01-20,P001,WH2-Z4-A3-R3-S1,WH2,86,51,0
2024-01-21,P001,WH2-Z4-A3-R3-S1,WH2,34,52,0
2024-01-22,P001,WH2-Z4-A3-R3-S1,WH2,2,32,0
2024-01-23,P001,WH2-Z4-A3-R3-S1,WH2,697,43,738
2024-01-24,P001,WH2-Z4-A3-R3-S1,WH2,661,36,0
2024-01-25,P001,WH2-Z4-A3-R3-S1,WH2,629,32,0
2024-01-26,P001,WH2-Z4-A3-R3-S1,WH2,597,32,0
2024-01-27,P001,WH2-Z4-A3-R3-S1,WH2,549,48,0
2024-01-28,P001,WH2-Z4-A3-R3-S1,WH2,501,48,0
2024-01-29,P001,WH2-Z4-A3-R3-S1,WH2,461,40,0
2024-01-30,P001,WH2-Z4-A3-R3-S1,WH2,432,29,0
2024-01-31,P001,WH2-Z4-A3-R3-S1,WH2,399,33,0
2024-02-01,P001,WH2-Z4-A3-R3-S1,WH2,373,26,0
2024-02-02,P001,WH2-Z4-A3-R3-S1,WH2,337,36,0
2024-02-03,P001,WH2-Z4-A3-R3-S1,WH2,295,42,0
2024-02-04,P001,WH2-Z4-A3-R3-S1,WH2,244,51,0
2024-02-05,P001,WH2-Z4-A3-R3-S1,WH2,213,31,0
2024-02-06,P001,WH2-Z4-A3-R3-S1,WH2,173,40,0
2024-02-07,P001,WH2-Z4-A3-R3-S1,WH2,138,35,0
2024-02-08,P001,WH2-Z4-A3-R3-S1,WH2,101,37,0
2024-02-09,P001,WH2-Z4-A3-R3-S1,WH2,77,24,0
2024-02-10,P001,WH2-Z4-A3-R3-S1,WH2,26,51,0
2024-02-11,P001,WH2-Z4-A3-R3-S1,WH2,721,43,738
2024-02-12,P001,WH2-Z4-A3-R3-S1,WH2,691,30,0
2024-02-13,P001,WH2-Z4-A3-R3-S1,WH2,661,30,0
2024-02-14,P001,WH2-Z4-A3-R3-S1,WH2,566,95,0
2024-02-15,P001,WH2-Z4-A3-R3-S1,WH2,522,44,0
2024-02-16,P001,WH2-Z4-A3-R3-S1,WH2,480,42,0
2024-02-17,P001,WH2-Z4-A3-R3-S1,WH2,420,60,0
2024-02-18,P001,WH2-Z4-A3-R3-S1,WH2,210,210,0
2024-02-19,P001,WH2-Z4-A3-R3-S1,WH2,176,34,0
2024-02-20,P001,WH2-Z4-A3-R3-S1,WH2,147,29,0
2024-02-21,P001,WH2-Z4-A3-R3-S1,WH2,111,36,0
2024-02-22,P001,WH2-Z4-A3-R3-S1,WH2,76,35,0
2024-02-23,P001,WH2-Z4-A3-R3-S1,WH2,35,41,0
2024-02-24,P001,WH2-Z4-A3-R3-S1,WH2,0,35,0
2024-02-25,P001,WH2-Z4-A3-R3-S1,WH2,692,46,738
2024-02-26,P001,WH2-Z4-A3-R3-S1,WH2,650,42,0
2024-02-27,P001,WH2-Z4-A3-R3-S1,WH2,620,30,0
2024-02-28,P001,WH2-Z4-A3-R3-S1,WH2,587,33,0
2024-02-29,P001,WH2-Z4-A3-R3-S1,WH2,564,23,0
2024-03-01,P001,WH2-Z4-A3-R3-S1,WH2,535,29,0
2024-03-02,P001,WH2-Z4-A3-R3-S1,WH2,496,39,0
2024-03-03,P001,WH2-Z4-A3-R3-S1,WH2,456,40,0
2024-03-04,P001,WH2-Z4-A3-R3-S1,WH2,418,38,0
2024-03-05,P001,WH2-Z4-A3-R3-S1,WH2,374,44,0
2024-03-06,P001,WH2-Z4-A3-R3-S1,WH2,332,42,0
2024-03-07,P001,WH2-Z4-A3-R3-S1,WH2,297,35,0
2024-03-08,P001,WH2-Z4-A3-R3-S1,WH2,261,36,0
2024-03-09,P001,WH2-Z4-A3-R3-S1,WH2,219,42,0
2024-03-10,P001,WH2-Z4-A3-R3-S1,WH2,162,57,0
2024-03-11,P001,WH2-Z4-A3-R3-S1,WH2,84,78,0
2024-03-12,P001,WH2-Z4-A3-R3-S1,WH2,46,38,0
2024-03-13,P001,WH2-Z4-A3-R3-S1,WH2,20,26,0
2024-03-14,P001,WH2-Z4-A3-R3-S1,WH2,0,20,0
2024-03-15,P001,WH2-Z4-A3-R3-S1,WH2,0,0,0
2024-03-16,P001,WH2-Z4-A3-R3-S1,WH2,590,148,738
2024-03-17,P001,WH2-Z4-A3-R3-S1,WH2,548,42,0
2024-03-18,P001,WH2-Z4-A3-R3-S1,WH2,516,32,0
2024-03-19,P001,WH2-Z4-A3-R3-S1,WH2,481,35,0
2024-03-20,P001,WH2-Z4-A3-R3-S1,WH2,452,29,0
2024-03-21,P001,WH2-Z4-A3-R3-S1,WH2,419,33,0
2024-03-22,P001,WH2-Z4-A3-R3-S1,WH2,391,28,0
2024-03-23,P001,WH2-Z4-A3-R3-S1,WH2,278,113,0
2024-03-24,P001,WH2-Z4-A3-R3-S1,WH2,236,42,0
2024-03-25,P001,WH2-Z4-A3-R3-S1,WH2,213,23,0
2024-03-26,P001,WH2-Z4-A3-R3-S1,WH2,180,33,0
2024-03-27,P001,WH2-Z4-A3-R3-S1,WH2,153,27,0
2024-03-28,P001,WH2-Z4-A3-R3-S1,WH2,110,43,0
2024-03-29,P001,WH2-Z4-A3-R3-S1,WH2,71,39,0
2024-03-30,P001,WH2-Z4-A3-R3-S1,WH2,32,39,0
2024-03-31,P001,WH2-Z4-A3-R3-S1,WH2,622,148,738
2024-04-01,P001,WH2-Z4-A3-R3-S1,WH2,593,29,0
2024-04-02,P001,WH2-Z4-A3-R3-S1,WH2,543,50,0
2024-04-03,P001,WH2-Z4-A3-R3-S1,WH2,505,38,0
2024-04-04,P001,WH2-Z4-A3-R3-S1,WH2,363,142,0
2024-04-05,P001,WH2-Z4-A3-R3-S1,WH2,327,36,0
2024-04-06,P001,WH2-Z4-A3-R3-S1,WH2,274,53,0
2024-04-07,P001,WH2-Z4-A3-R3-S1,WH2,229,45,0
2024-04-08,P001,WH2-Z4-A3-R3-S1,WH2,195,34,0
2024-04-09,P001,WH2-Z4-A3-R3-S1,WH2,158,37,0
2024-04-10,P001,WH2-Z4-A3-R3-S1,WH2,72,86,0
2024-04-11,P001,WH2-Z4-A3-R3-S1,WH2,27,45,0
2024-04-12,P001,WH2-Z4-A3-R3-S1,WH2,0,27,0
2024-04-13,P001,WH2-Z4-A3-R3-S1,WH2,0,0,0
2024-04-14,P001,WH2-Z4-A3-R3-S1,WH2,697,41,738
2024-04-15,P001,WH2-Z4-A3-R3-S1,WH2,663,34,0
2024-04-16,P001,WH2-Z4-A3-R3-S1,WH2,629,34,0
2024-04-17,P001,WH2-Z4-A3-R3-S1,WH2,595,34,0
2024-04-18,P001,WH2-Z4-A3-R3-S1,WH2,573,22,0
2024-04-19,P001,WH2-Z4-A3-R3-S1,WH2,527,46,0
2024-04-20,P001,WH2-Z4-A3-R3-S1,WH2,482,45,0
2024-04-21,P001,WH2-Z4-A3-R3-S1,WH2,438,44,0
2024-04-22,P001,WH2-Z4-A3-R3-S1,WH2,404,34,0
2024-04-23,P001,WH2-Z4-A3-R3-S1,WH2,353,51,0
2024-04-24,P001,WH2-Z4-A3-R3-S1,WH2,299,54,0
2024-04-25,P001,WH2-Z4-A3-R3-S1,WH2,273,26,0
2024-04-26,P001,WH2-Z4-A3-R3-S1,WH2,183,90,0
2024-04-27,P001,WH2-Z4-A3-R3-S1,WH2,133,50,0
2024-04-28,P001,WH2-Z4-A3-R3-S1,WH2,73,60,0
2024-04-29,P001,WH2-Z4-A3-R3-S1,WH2,34,39,0
2024-04-30,P001,WH2-Z4-A3-R3-S1,WH2,0,34,0
2024-05-01,P001,WH2-Z4-A3-R3-S1,WH2,0,0,0
2024-05-02,P001,WH2-Z4-A3-R3-S1,WH2,0,0,0
2024-05-03,P001,WH2-Z4-A3-R3-S1,WH2,710,28,738
2024-05-04,P001,WH2-Z4-A3-R3-S1,WH2,602,108,0
2024-05-05,P001,WH2-Z4-A3-R3-S1,WH2,561,41,0
2024-05-06,P001,WH2-Z4-A3-R3-S1,WH2,532,29,0
2024-05-07,P001,WH2-Z4-A3-R3-S1,WH2,481,51,0
2024-05-08,P001,WH2-Z4-A3-R3-S1,WH2,446,35,0
2024-05-09,P001,WH2-Z4-A3-R3-S1,WH2,409,37,0
2024-05-10,P001,WH2-Z4-A3-R3-S1,WH2,365,44,0
2024-05-11,P001,WH2-Z4-A3-R3-S1,WH2,314,51,0
2024-05-12,P001,WH2-Z4-A3-R3-S1,WH2,273,41,0
2024-05-13,P001,WH2-Z4-A3-R3-S1,WH2,237,36,0
2024-05-14,P001,WH2-Z4-A3-R3-S1,WH2,200,37,0
2024-05-15,P001,WH2-Z4-A3-R3-S1,WH2,160,40,0
2024-05-16,P001,WH2-Z4-A3-R3-S1,WH2,142,18,0
2024-05-17,P001,WH2-Z4-A3-R3-S1,WH2,96,46,0
2024-05-18,P001,WH2-Z4-A3-R3-S1,WH2,40,56,0
2024-05-19,P001,WH2-Z4-A3-R3-S1,WH2,0,40,0
2024-05-20,P001,WH2-Z4-A3-R3-S1,WH2,693,45,738
2024-05-21,P001,WH2-Z4-A3-R3-S1,WH2,659,34,0
2024-05-22,P001,WH2-Z4-A3-R3-S1,WH2,539,120,0
2024-05-23,P001,WH2-Z4-A3-R3-S1,WH2,507,32,0
2024-05-24,P001,WH2-Z4-A3-R3-S1,WH2,474,33,0
2024-05-25,P001,WH2-Z4-A3-R3-S1,WH2,353,121,0
2024-05-26,P001,WH2-Z4-A3-R3-S1,WH2,297,56,0
2024-05-27,P001,WH2-Z4-A3-R3-S1,WH2,268,29,0
2024-05-28,P001,WH2-Z4-A3-R3-S1,WH2,235,33,0
2024-05-29,P001,WH2-Z4-A3-R3-S1,WH2,194,41,0
2024-05-30,P001,WH2-Z4-A3-R3-S1,WH2,162,32,0
2024-05-31,P001,WH2-Z4-A3-R3-S1,WH2,117,45,0
2024-06-01,P001,WH2-Z4-A3-R3-S1,WH2,64,53,0
2024-06-02,P001,WH2-Z4-A3-R3-S1,WH2,24,40,0
2024-06-03,P001,WH2-Z4-A3-R3-S1,WH2,0,24,0
2024-06-04,P001,WH2-Z4-A3-R3-S1,WH2,700,38,738
2024-06-05,P001,WH2-Z4-A3-R3-S1,WH2,671,29,0
2024-06-06,P001,WH2-Z4-A3-R3-S1,WH2,632,39,0
2024-06-07,P001,WH2-Z4-A3-R3-S1,WH2,602,30,0
2024-06-08,P001,WH2-Z4-A3-R3-S1,WH2,543,59,0
2024-06-09,P001,WH2-Z4-A3-R3-S1,WH2,488,55,0
2024-06-10,P001,WH2-Z4-A3-R3-S1,WH2,447,41,0
2024-06-11,P001,WH2-Z4-A3-R3-S1,WH2,416,31,0
2024-06-12,P001,WH2-Z4-A3-R3-S1,WH2,386,30,0
2024-06-13,P001,WH2-Z4-A3-R3-S1,WH2,349,37,0
2024-06-14,P001,WH2-Z4-A3-R3-S1,WH2,330,19,0
2024-06-15,P001,WH2-Z4-A3-R3-S1,WH2,283,47,0
2024-06-16,P001,WH2-Z4-A3-R3-S1,WH2,118,165,0
2024-06-17,P001,WH2-Z4-A3-R3-S1,WH2,85,33,0
2024-06-18,P001,WH2-Z4-A3-R3-S1,WH2,48,37,0
2024-06-19,P001,WH2-Z4-A3-R3-S1,WH2,11,37,0
2024-06-20,P001,WH2-Z4-A3-R3-S1,WH2,0,11,0
2024-06-21,P001,WH2-Z4-A3-R3-S1,WH2,0,0,0
2024-06-22,P001,WH2-Z4-A3-R3-S1,WH2,0,0,0
2024-06-23,P001,WH2-Z4-A3-R3-S1,WH2,685,53,738
2024-06-24,P001,WH2-Z4-A3-R3-S1,WH2,659,26,0
2024-06-25,P001,WH2-Z4-A3-R3-S1,WH2,621,38,0
2024-06-26,P001,WH2-Z4-A3-R3-S1,WH2,586,35,0
2024-06-27,P001,WH2-Z4-A3-R3-S1,WH2,548,38,0
2024-06-28,P001,WH2-Z4-A3-R3-S1,WH2,504,44,0
2024-06-29,P001,WH2-Z4-A3-R3-S1,WH2,463,41,0
2024-06-30,P001,WH2-Z4-A3-R3-S1,WH2,420,43,0
2024-07-01,P001,WH2-Z4-A3-R3-S1,WH2,387,33,0
2024-07-02,P001,WH2-Z4-A3-R3-S1,WH2,351,36,0
2024-07-03,P001,WH2-Z4-A3-R3-S1,WH2,316,35,0
2024-07-04,P001,WH2-Z4-A3-R3-S1,WH2,283,33,0
2024-07-05,P001,WH2-Z4-A3-R3-S1,WH2,203,80,0
2024-07-06,P001,WH2-Z4-A3-R3-S1,WH2,166,37,0
2024-07-07,P001,WH2-Z4-A3-R3-S1,WH2,116,50,0
2024-07-08,P001,WH2-Z4-A3-R3-S1,WH2,81,35,0
2024-07-09,P001,WH2-Z4-A3-R3-S1,WH2,35,46,0
2024-07-10,P001,WH2-Z4-A3-R3-S1,WH2,0,35,0
2024-07-11,P001,WH2-Z4-A3-R3-S1,WH2,0,0,0
2024-07-12,P001,WH2-Z4-A3-R3-S1,WH2,712,26,738
2024-07-13,P001,WH2-Z4-A3-R3-S1,WH2,663,49,0
2024-07-14,P001,WH2-Z4-A3-R3-S1,WH2,618,45,0
2024-07-15,P001,WH2-Z4-A3-R3-S1,WH2,585,33,0
2024-07-16,P001,WH2-Z4-A3-R3-S1,WH2,536,49,0
2024-07-17,P001,WH2-Z4-A3-R3-S1,WH2,501,35,0
2024-07-18,P001,WH2-Z4-A3-R3-S1,WH2,399,102,0
2024-07-19,P001,WH2-Z4-A3-R3-S1,WH2,367,32,0
2024-07-20,P001,WH2-Z4-A3-R3-S1,WH2,316,51,0
2024-07-21,P001,WH2-Z4-A3-R3-S1,WH2,264,52,0
2024-07-22,P001,WH2-Z4-A3-R3-S1,WH2,235,29,0
2024-07-23,P001,WH2-Z4-A3-R3-S1,WH2,157,78,0
2024-07-24,P001,WH2-Z4-A3-R3-S1,WH2,125,32,0
2024-07-25,P001,WH2-Z4-A3-R3-S1,WH2,82,43,0
2024-07-26,P001,WH2-Z4-A3-R3-S1,WH2,53,29,0
2024-07-27,P001,WH2-Z4-A3-R3-S1,WH2,9,44,0
2024-07-28,P001,WH2-Z4-A3-R3-S1,WH2,0,9,0
2024-07-29,P001,WH2-Z4-A3-R3-S1,WH2,698,40,738
2024-07-30,P001,WH2-Z4-A3-R3-S1,WH2,656,42,0
2024-07-31,P001,WH2-Z4-A3-R3-S1,WH2,621,35,0
2024-08-01,P001,WH2-Z4-A3-R3-S1,WH2,587,34,0
2024-08-02,P001,WH2-Z4-A3-R3-S1,WH2,551,36,0
2024-08-03,P001,WH2-Z4-A3-R3-S1,WH2,499,52,0
2024-08-04,P001,WH2-Z4-A3-R3-S1,WH2,447,52,0
2024-08-05,P001,WH2-Z4-A3-R3-S1,WH2,340,107,0
2024-08-06,P001,WH2-Z4-A3-R3-S1,WH2,303,37,0
2024-08-07,P001,WH2-Z4-A3-R3-S1,WH2,268,35,0
2024-08-08,P001,WH2-Z4-A3-R3-S1,WH2,236,32,0
2024-08-09,P001,WH2-Z4-A3-R3-S1,WH2,204,32,0
2024-08-10,P001,WH2-Z4-A3-R3-S1,WH2,152,52,0
2024-08-11,P001,WH2-Z4-A3-R3-S1,WH2,106,46,0
2024-08-12,P001,WH2-Z4-A3-R3-S1,WH2,74,32,0
2024-08-13,P001,WH2-Z4-A3-R3-S1,WH2,41,33,0
2024-08-14,P001,WH2-Z4-A3-R3-S1,WH2,15,26,0
2024-08-15,P001,WH2-Z4-A3-R3-S1,WH2,715,38,738
2024-08-16,P001,WH2-Z4-A3-R3-S1,WH2,677,38,0
2024-08-17,P001,WH2-Z4-A3-R3-S1,WH2,621,56,0
2024-08-18,P001,WH2-Z4-A3-R3-S1,WH2,581,40,0
2024-08-19,P001,WH2-Z4-A3-R3-S1,WH2,541,40,0
2024-08-20,P001,WH2-Z4-A3-R3-S1,WH2,509,32,0
2024-08-21,P001,WH2-Z4-A3-R3-S1,WH2,465,44,0
2024-08-22,P001,WH2-Z4-A3-R3-S1,WH2,434,31,0
2024-08-23,P001,WH2-Z4-A3-R3-S1,WH2,399,35,0
2024-08-24,P001,WH2-Z4-A3-R3-S1,WH2,349,50,0
2024-08-25,P001,WH2-Z4-A3-R3-S1,WH2,298,51,0
2024-08-26,P001,WH2-Z4-A3-R3-S1,WH2,276,22,0
2024-08-27,P001,WH2-Z4-A3-R3-S1,WH2,237,39,0
2024-08-28,P001,WH2-Z4-A3-R3-S1,WH2,198,39,0
2024-08-29,P001,WH2-Z4-A3-R3-S1,WH2,167,31,0
2024-08-30,P001,WH2-Z4-A3-R3-S1,WH2,129,38,0
2024-08-31,P001,WH2-Z4-A3-R3-S1,WH2,90,39,0
