order_id,date,warehouse_id,customer_id,weight_units,priority,time_window_start,time_window_end
ORD-001096,2024-12-07,WH1,CUST-0048,81,standard,10:30,13:30
ORD-001097,2024-12-07,WH1,CUST-0017,15,standard,09:00,13:00
ORD-001098,2024-12-07,WH1,CUST-0008,22,standard,12:30,15:30
ORD-001099,2024-12-07,WH1,CUST-0043,74,urgent,10:00,14:00
ORD-001100,2024-12-07,WH1,CUST-0016,34,standard,10:30,12:30
ORD-001101,2024-12-07,WH1,CUST-0053,33,standard,11:00,14:00
ORD-001102,2024-12-07,WH1,CUST-0046,27,urgent,12:00,14:00
ORD-001103,2024-12-07,WH1,CUST-0055,67,standard,13:30,17:30
ORD-001104,2024-12-07,WH1,CUST-0007,104,urgent,10:00,13:00
ORD-001105,2024-12-07,WH1,CUST-0037,91,standard,09:00,13:00
ORD-001106,2024-12-07,WH1,CUST-0040,126,urgent,11:30,15:30
ORD-001107,2024-12-07,WH1,CUST-0046,69,standard,11:00,15:00
ORD-001108,2024-12-07,WH1,CUST-0014,25,urgent,09:30,13:30
ORD-001109,2024-12-07,WH1,CUST-0065,60,standard,10:00,13:00
ORD-001110,2024-12-07,WH1,CUST-0028,113,standard,08:30,10:30
ORD-001111,2024-12-07,WH1,CUST-0020,61,standard,10:30,13:30
ORD-001112,2024-12-07,WH1,CUST-0062,82,urgent,10:00,12:00
ORD-001113,2024-12-07,WH1,CUST-0029,26,standard,09:30,12:30
ORD-001114,2024-12-07,WH1,CUST-0014,67,standard,12:00,15:00
ORD-001115,2024-12-07,WH1,CUST-0045,139,standard,08:00,10:00
ORD-001116,2024-12-07,WH1,CUST-0048,18,standard,08:30,11:30
ORD-001117,2024-12-07,WH1,CUST-0015,136,standard,08:00,11:00
ORD-001118,2024-12-07,WH1,CUST-0036,59,urgent,13:00,17:00
ORD-001119,2024-12-07,WH1,CUST-0029,71,standard,11:00,15:00
ORD-001120,2024-12-07,WH1,CUST-0055,111,standard,13:00,17:00
ORD-001121,2024-12-07,WH1,CUST-0004,106,standard,13:00,16:00
ORD-001122,2024-12-07,WH1,CUST-0035,59,urgent,13:30,15:30
ORD-001123,2024-12-07,WH1,CUST-0004,120,standard,08:00,11:00
ORD-001124,2024-12-07,WH1,CUST-0024,130,standard,12:30,15:30
ORD-001125,2024-12-07,WH1,CUST-0035,21,standard,14:00,17:00
ORD-001126,2024-12-07,WH1,CUST-0040,88,standard,09:00,11:00
ORD-001127,2024-12-07,WH1,CUST-0044,64,standard,14:30,16:30
ORD-001128,2024-12-07,WH1,CUST-0045,122,standard,11:00,13:00
ORD-001129,2024-12-07,WH1,CUST-0001,18,standard,09:30,11:30
ORD-001130,2024-12-07,WH1,CUST-0024,85,standard,09:30,11:30
ORD-001131,2024-12-07,WH1,CUST-0019,22,standard,08:00,12:00
ORD-001132,2024-12-07,WH1,CUST-0052,130,urgent,10:30,13:30
ORD-001133,2024-12-07,WH1,CUST-0009,135,standard,10:30,13:30
ORD-001134,2024-12-07,WH1,CUST-0019,61,standard,11:00,15:00
ORD-001135,2024-12-07,WH1,CUST-0004,31,standard,14:30,16:30
ORD-001136,2024-12-07,WH1,CUST-0012,119,standard,13:30,17:30
ORD-001137,2024-12-07,WH1,CUST-0028,80,standard,13:30,17:30
ORD-001138,2024-12-07,WH1,CUST-0049,104,standard,13:30,16:30
ORD-001139,2024-12-07,WH1,CUST-0054,72,standard,14:00,16:00
ORD-001140,2024-12-07,WH1,CUST-0059,84,standard,09:00,12:00
ORD-001141,2024-12-07,WH1,CUST-0044,32,standard,13:00,15:00
ORD-001142,2024-12-07,WH1,CUST-0021,56,standard,12:30,14:30
ORD-001143,2024-12-07,WH1,CUST-0048,108,urgent,12:30,15:30
ORD-001144,2024-12-07,WH1,CUST-0040,90,standard,08:30,10:30
ORD-001145,2024-12-07,WH1,CUST-0042,131,standard,08:00,11:00
ORD-001146,2024-12-07,WH1,CUST-0011,58,urgent,11:00,13:00
ORD-001147,2024-12-07,WH1,CUST-0007,96,standard,10:00,14:00
ORD-001148,2024-12-07,WH1,CUST-0020,122,urgent,12:30,14:30
ORD-001149,2024-12-07,WH1,CUST-0021,96,standard,09:00,13:00
ORD-001150,2024-12-07,WH1,CUST-0007,80,standard,09:00,12:00
ORD-001151,2024-12-07,WH2,CUST-0078,71,urgent,09:00,13:00
ORD-001152,2024-12-07,WH2,CUST-0102,28,urgent,10:30,14:30
ORD-001153,2024-12-07,WH2,CUST-0124,63,standard,11:00,15:00
ORD-001154,2024-12-07,WH2,CUST-0122,101,standard,12:30,14:30
ORD-001155,2024-12-07,WH2,CUST-0130,88,standard,12:30,16:30
ORD-001156,2024-12-07,WH2,CUST-0124,43,urgent,09:00,13:00
ORD-001157,2024-12-07,WH2,CUST-0121,106,standard,10:00,13:00
ORD-001158,2024-12-07,WH2,CUST-0102,52,standard,10:30,14:30
ORD-001159,2024-12-07,WH2,CUST-0095,136,urgent,10:00,14:00
ORD-001160,2024-12-07,WH2,CUST-0133,81,urgent,11:00,13:00
ORD-001161,2024-12-07,WH2,CUST-0082,81,standard,14:30,16:30
ORD-001162,2024-12-07,WH2,CUST-0112,131,urgent,11:30,13:30
ORD-001163,2024-12-07,WH2,CUST-0123,112,urgent,14:00,17:00
ORD-001164,2024-12-07,WH2,CUST-0082,24,standard,08:00,10:00
ORD-001165,2024-12-07,WH2,CUST-0104,103,standard,13:30,15:30
ORD-001166,2024-12-07,WH2,CUST-0130,124,standard,08:00,11:00
ORD-001167,2024-12-07,WH2,CUST-0107,37,standard,08:30,10:30
ORD-001168,2024-12-07,WH2,CUST-0073,39,urgent,14:00,18:00
ORD-001169,2024-12-07,WH2,CUST-0096,42,urgent,12:00,15:00
ORD-001170,2024-12-07,WH2,CUST-0118,106,standard,11:00,13:00
ORD-001171,2024-12-07,WH2,CUST-0075,23,standard,10:30,14:30
ORD-001172,2024-12-07,WH2,CUST-0068,82,urgent,11:30,13:30
ORD-001173,2024-12-07,WH2,CUST-0094,40,standard,09:30,13:30
ORD-001174,2024-12-07,WH2,CUST-0106,27,urgent,14:30,16:30
ORD-001175,2024-12-07,WH2,CUST-0095,125,standard,11:30,14:30
ORD-001176,2024-12-07,WH2,CUST-0085,128,standard,09:00,11:00
ORD-001177,2024-12-07,WH2,CUST-0100,128,standard,11:00,13:00
ORD-001178,2024-12-07,WH2,CUST-0105,49,standard,14:00,18:00
ORD-001179,2024-12-07,WH2,CUST-0109,132,standard,09:30,12:30
ORD-001180,2024-12-07,WH2,CUST-0083,57,standard,08:00,12:00
ORD-001181,2024-12-07,WH2,CUST-0068,33,standard,14:30,17:30
ORD-001182,2024-12-07,WH2,CUST-0131,47,standard,14:30,18:30
ORD-001183,2024-12-07,WH2,CUST-0123,140,urgent,10:30,12:30
ORD-001184,2024-12-07,WH2,CUST-0090,113,standard,09:00,12:00
ORD-001185,2024-12-07,WH2,CUST-0084,101,standard,13:00,16:00
ORD-001186,2024-12-07,WH2,CUST-0116,74,standard,13:30,17:30
ORD-001187,2024-12-07,WH2,CUST-0097,100,standard,11:00,15:00
ORD-001188,2024-12-07,WH2,CUST-0132,79,standard,12:00,14:00
ORD-001189,2024-12-07,WH2,CUST-0113,57,standard,10:30,14:30
ORD-001190,2024-12-07,WH2,CUST-0077,32,standard,13:00,17:00
ORD-001191,2024-12-07,WH2,CUST-0118,117,standard,08:00,10:00
ORD-001192,2024-12-07,WH2,CUST-0073,102,standard,12:30,15:30
ORD-001193,2024-12-07,WH2,CUST-0123,64,urgent,10:30,14:30
ORD-001194,2024-12-07,WH2,CUST-0070,23,standard,10:30,14:30
ORD-001195,2024-12-07,WH2,CUST-0126,104,standard,08:00,10:00
ORD-001196,2024-12-07,WH3,CUST-0144,132,standard,08:00,10:00
ORD-001197,2024-12-07,WH3,CUST-0175,80,standard,08:30,10:30
ORD-001198,2024-12-07,WH3,CUST-0189,89,standard,09:00,12:00
ORD-001199,2024-12-07,WH3,CUST-0186,89,standard,13:30,15:30
ORD-001200,2024-12-07,WH3,CUST-0188,113,urgent,10:00,12:00
ORD-001201,2024-12-07,WH3,CUST-0172,130,standard,10:30,12:30
ORD-001202,2024-12-07,WH3,CUST-0149,15,urgent,12:00,15:00
ORD-001203,2024-12-07,WH3,CUST-0186,121,standard,12:00,15:00
ORD-001204,2024-12-07,WH3,CUST-0137,37,standard,09:00,13:00
ORD-001205,2024-12-07,WH3,CUST-0176,15,standard,13:00,15:00
ORD-001206,2024-12-07,WH3,CUST-0156,32,standard,08:30,12:30
ORD-001207,2024-12-07,WH3,CUST-0193,35,standard,12:00,15:00
ORD-001208,2024-12-07,WH3,CUST-0181,53,standard,08:30,12:30
ORD-001209,2024-12-07,WH3,CUST-0146,130,standard,09:30,11:30
ORD-001210,2024-12-07,WH3,CUST-0190,109,urgent,11:00,13:00
ORD-001211,2024-12-07,WH3,CUST-0148,123,standard,14:30,16:30
ORD-001212,2024-12-07,WH3,CUST-0166,113,standard,11:00,15:00
ORD-001213,2024-12-07,WH3,CUST-0190,34,standard,12:00,14:00
ORD-001214,2024-12-07,WH3,CUST-0186,27,urgent,14:30,16:30
ORD-001215,2024-12-07,WH3,CUST-0145,109,urgent,12:30,14:30
ORD-001216,2024-12-07,WH3,CUST-0185,124,urgent,10:30,14:30
ORD-001217,2024-12-07,WH3,CUST-0174,113,standard,13:00,17:00
ORD-001218,2024-12-07,WH3,CUST-0178,26,standard,09:00,11:00
ORD-001219,2024-12-07,WH3,CUST-0163,66,standard,11:30,13:30
ORD-001220,2024-12-07,WH3,CUST-0177,117,standard,13:30,17:30
ORD-001221,2024-12-07,WH3,CUST-0156,43,standard,14:00,18:00
ORD-001222,2024-12-07,WH3,CUST-0144,109,standard,10:00,14:00
ORD-001223,2024-12-07,WH3,CUST-0200,95,urgent,09:30,13:30
ORD-001224,2024-12-07,WH3,CUST-0149,117,standard,08:00,11:00
ORD-001225,2024-12-07,WH3,CUST-0200,72,urgent,14:30,18:30
ORD-001226,2024-12-07,WH3,CUST-0159,97,standard,10:30,12:30
ORD-001227,2024-12-07,WH3,CUST-0179,125,standard,11:00,14:00
ORD-001228,2024-12-07,WH3,CUST-0179,103,standard,08:30,12:30
ORD-001229,2024-12-07,WH3,CUST-0153,63,standard,10:00,13:00
ORD-001230,2024-12-07,WH3,CUST-0165,97,standard,11:00,14:00
ORD-001231,2024-12-07,WH3,CUST-0148,86,urgent,14:30,18:30
ORD-001232,2024-12-07,WH3,CUST-0153,31,standard,11:00,14:00
ORD-001233,2024-12-07,WH3,CUST-0167,24,standard,12:00,16:00
ORD-001234,2024-12-07,WH3,CUST-0160,101,standard,08:30,11:30
ORD-001235,2024-12-07,WH3,CUST-0157,95,standard,13:00,17:00
ORD-001236,2024-12-07,WH3,CUST-0154,129,standard,10:30,14:30
ORD-001237,2024-12-07,WH3,CUST-0144,52,urgent,11:00,15:00
ORD-001238,2024-12-07,WH3,CUST-0157,68,standard,10:30,12:30
ORD-001239,2024-12-07,WH3,CUST-0198,34,standard,13:00,17:00
ORD-001240,2024-12-07,WH3,CUST-0194,23,standard,13:00,17:00
ORD-001241,2024-12-07,WH3,CUST-0192,82,standard,12:00,15:00
ORD-001242,2024-12-07,WH3,CUST-0176,118,standard,10:30,12:30
ORD-001243,2024-12-07,WH3,CUST-0175,85,standard,08:00,11:00
ORD-001244,2024-12-07,WH3,CUST-0154,56,standard,08:00,12:00
ORD-001245,2024-12-07,WH3,CUST-0191,119,standard,09:00,11:00
ORD-001246,2024-12-07,WH3,CUST-0143,62,standard,08:00,10:00
ORD-001247,2024-12-07,WH3,CUST-0195,113,standard,11:00,14:00
ORD-001248,2024-12-08,WH1,CUST-0057,96,standard,14:00,18:00
ORD-001249,2024-12-08,WH1,CUST-0039,93,standard,13:30,17:30
ORD-001250,2024-12-08,WH1,CUST-0036,22,standard,14:30,18:30
ORD-001251,2024-12-08,WH1,CUST-0008,119,urgent,13:00,15:00
ORD-001252,2024-12-08,WH1,CUST-0046,130,standard,12:30,15:30
ORD-001253,2024-12-08,WH1,CUST-0065,93,standard,08:30,11:30
ORD-001254,2024-12-08,WH1,CUST-0010,96,standard,08:00,11:00
ORD-001255,2024-12-08,WH1,CUST-0040,78,standard,12:00,16:00
ORD-001256,2024-12-08,WH1,CUST-0060,68,standard,13:30,17:30
ORD-001257,2024-12-08,WH1,CUST-0058,70,standard,12:30,14:30
ORD-001258,2024-12-08,WH1,CUST-0005,131,standard,11:00,13:00
ORD-001259,2024-12-08,WH1,CUST-0008,136,standard,12:30,15:30
ORD-001260,2024-12-08,WH1,CUST-0048,133,standard,10:00,13:00
ORD-001261,2024-12-08,WH1,CUST-0037,108,standard,12:00,15:00
ORD-001262,2024-12-08,WH1,CUST-0010,83,standard,14:00,16:00
ORD-001263,2024-12-08,WH1,CUST-0012,118,standard,10:00,12:00
ORD-001264,2024-12-08,WH1,CUST-0065,23,standard,09:00,12:00
ORD-001265,2024-12-08,WH1,CUST-0050,36,standard,13:30,16:30
ORD-001266,2024-12-08,WH1,CUST-0060,124,standard,12:30,16:30
ORD-001267,2024-12-08,WH1,CUST-0006,111,standard,14:00,18:00
ORD-001268,2024-12-08,WH1,CUST-0058,96,urgent,11:30,13:30
ORD-001269,2024-12-08,WH1,CUST-0025,42,standard,10:30,12:30
ORD-001270,2024-12-08,WH1,CUST-0042,76,standard,14:30,17:30
ORD-001271,2024-12-08,WH1,CUST-0061,102,urgent,14:30,17:30
ORD-001272,2024-12-08,WH1,CUST-0065,68,standard,12:30,15:30
ORD-001273,2024-12-08,WH1,CUST-0020,75,standard,12:00,16:00
ORD-001274,2024-12-08,WH1,CUST-0008,68,urgent,14:30,18:30
ORD-001275,2024-12-08,WH1,CUST-0058,82,standard,09:30,12:30
ORD-001276,2024-12-08,WH1,CUST-0014,54,standard,09:30,13:30
ORD-001277,2024-12-08,WH1,CUST-0044,63,standard,09:00,12:00
ORD-001278,2024-12-08,WH1,CUST-0011,104,standard,10:00,12:00
ORD-001279,2024-12-08,WH1,CUST-0065,65,urgent,10:00,13:00
ORD-001280,2024-12-08,WH1,CUST-0023,52,standard,13:30,17:30
ORD-001281,2024-12-08,WH1,CUST-0006,38,standard,13:00,15:00
ORD-001282,2024-12-08,WH1,CUST-0032,77,urgent,14:00,17:00
ORD-001283,2024-12-08,WH1,CUST-0057,44,standard,11:00,14:00
ORD-001284,2024-12-08,WH1,CUST-0057,43,standard,10:30,13:30
ORD-001285,2024-12-08,WH1,CUST-0067,45,standard,09:30,11:30
ORD-001286,2024-12-08,WH1,CUST-0021,31,standard,09:00,12:00
ORD-001287,2024-12-08,WH1,CUST-0047,124,standard,14:00,18:00
ORD-001288,2024-12-08,WH1,CUST-0048,33,standard,10:30,14:30
ORD-001289,2024-12-08,WH1,CUST-0037,139,urgent,09:00,12:00
ORD-001290,2024-12-08,WH1,CUST-0050,51,urgent,12:00,15:00
ORD-001291,2024-12-08,WH1,CUST-0053,67,urgent,08:00,10:00
ORD-001292,2024-12-08,WH1,CUST-0044,54,standard,10:00,13:00
ORD-001293,2024-12-08,WH1,CUST-0007,78,standard,11:00,14:00
ORD-001294,2024-12-08,WH1,CUST-0043,21,urgent,08:00,12:00
ORD-001295,2024-12-08,WH1,CUST-0009,48,standard,14:30,18:30
ORD-001296,2024-12-08,WH1,CUST-0043,30,urgent,11:30,14:30
ORD-001297,2024-12-08,WH1,CUST-0013,64,standard,10:30,13:30
ORD-001298,2024-12-08,WH1,CUST-0050,36,standard,12:30,15:30
ORD-001299,2024-12-08,WH1,CUST-0037,125,standard,11:00,14:00
ORD-001300,2024-12-08,WH1,CUST-0033,20,standard,13:00,16:00
ORD-001301,2024-12-08,WH1,CUST-0020,91,standard,14:00,17:00
ORD-001302,2024-12-08,WH1,CUST-0043,111,urgent,11:00,14:00
ORD-001303,2024-12-08,WH1,CUST-0011,71,standard,12:00,16:00
ORD-001304,2024-12-08,WH1,CUST-0019,111,standard,09:00,12:00
ORD-001305,2024-12-08,WH1,CUST-0045,43,standard,13:00,16:00
ORD-001306,2024-12-08,WH1,CUST-0040,43,urgent,14:00,18:00
ORD-001307,2024-12-08,WH1,CUST-0051,85,standard,08:00,12:00
ORD-001308,2024-12-08,WH1,CUST-0017,21,standard,14:30,18:30
ORD-001309,2024-12-08,WH1,CUST-0011,117,standard,12:30,15:30
ORD-001310,2024-12-08,WH1,CUST-0040,114,standard,09:30,12:30
ORD-001311,2024-12-08,WH1,CUST-0049,88,standard,11:00,13:00
ORD-001312,2024-12-08,WH1,CUST-0043,78,standard,14:30,18:30
ORD-001313,2024-12-08,WH1,CUST-0017,76,standard,08:30,12:30
ORD-001314,2024-12-08,WH1,CUST-0012,73,standard,08:30,11:30
ORD-001315,2024-12-08,WH1,CUST-0055,85,standard,09:00,12:00
ORD-001316,2024-12-08,WH1,CUST-0066,77,standard,08:00,11:00
ORD-001317,2024-12-08,WH1,CUST-0047,115,standard,10:30,12:30
ORD-001318,2024-12-08,WH2,CUST-0070,134,standard,08:00,11:00
ORD-001319,2024-12-08,WH2,CUST-0114,110,standard,12:00,15:00
ORD-001320,2024-12-08,WH2,CUST-0107,82,standard,13:30,15:30
ORD-001321,2024-12-08,WH2,CUST-0091,54,standard,12:30,15:30
ORD-001322,2024-12-08,WH2,CUST-0095,69,standard,12:00,15:00
ORD-001323,2024-12-08,WH2,CUST-0111,32,standard,09:00,11:00
ORD-001324,2024-12-08,WH2,CUST-0130,96,standard,11:00,13:00
ORD-001325,2024-12-08,WH2,CUST-0092,109,urgent,13:00,15:00
ORD-001326,2024-12-08,WH2,CUST-0096,121,urgent,10:30,14:30
ORD-001327,2024-12-08,WH2,CUST-0085,29,standard,12:00,16:00
ORD-001328,2024-12-08,WH2,CUST-0087,66,standard,14:00,17:00
ORD-001329,2024-12-08,WH2,CUST-0077,106,standard,09:30,12:30
ORD-001330,2024-12-08,WH2,CUST-0105,111,standard,12:00,15:00
ORD-001331,2024-12-08,WH2,CUST-0080,90,standard,08:30,10:30
ORD-001332,2024-12-08,WH2,CUST-0132,63,standard,14:00,18:00
ORD-001333,2024-12-08,WH2,CUST-0072,132,standard,10:30,12:30
ORD-001334,2024-12-08,WH2,CUST-0111,68,standard,13:30,15:30
ORD-001335,2024-12-08,WH2,CUST-0084,132,standard,08:00,11:00
ORD-001336,2024-12-08,WH2,CUST-0116,117,standard,09:30,11:30
ORD-001337,2024-12-08,WH2,CUST-0087,119,standard,11:30,15:30
ORD-001338,2024-12-08,WH2,CUST-0088,85,standard,09:30,12:30
ORD-001339,2024-12-08,WH2,CUST-0091,81,standard,08:00,12:00
ORD-001340,2024-12-08,WH2,CUST-0089,16,standard,12:30,16:30
ORD-001341,2024-12-08,WH2,CUST-0124,58,standard,13:00,16:00
ORD-001342,2024-12-08,WH2,CUST-0073,112,standard,13:30,16:30
ORD-001343,2024-12-08,WH2,CUST-0120,120,standard,12:30,15:30
ORD-001344,2024-12-08,WH2,CUST-0114,95,standard,14:00,18:00
ORD-001345,2024-12-08,WH2,CUST-0098,60,standard,11:30,15:30
ORD-001346,2024-12-08,WH2,CUST-0124,114,standard,11:30,14:30
ORD-001347,2024-12-08,WH2,CUST-0104,124,urgent,10:30,12:30
ORD-001348,2024-12-08,WH2,CUST-0125,26,standard,11:30,14:30
ORD-001349,2024-12-08,WH2,CUST-0097,65,urgent,13:30,15:30
ORD-001350,2024-12-08,WH2,CUST-0098,67,urgent,10:30,14:30
ORD-001351,2024-12-08,WH2,CUST-0107,25,standard,14:00,16:00
ORD-001352,2024-12-08,WH2,CUST-0128,37,standard,10:30,12:30
ORD-001353,2024-12-08,WH2,CUST-0092,107,standard,08:00,12:00
ORD-001354,2024-12-08,WH2,CUST-0115,135,standard,09:00,11:00
ORD-001355,2024-12-08,WH2,CUST-0124,49,standard,09:30,11:30
ORD-001356,2024-12-08,WH2,CUST-0127,26,urgent,14:30,17:30
ORD-001357,2024-12-08,WH2,CUST-0104,55,standard,14:30,17:30
ORD-001358,2024-12-08,WH2,CUST-0116,76,standard,08:00,12:00
ORD-001359,2024-12-08,WH2,CUST-0132,18,urgent,08:30,12:30
ORD-001360,2024-12-08,WH2,CUST-0121,100,standard,09:30,11:30
ORD-001361,2024-12-08,WH2,CUST-0088,16,urgent,09:00,13:00
ORD-001362,2024-12-08,WH2,CUST-0093,22,standard,09:30,12:30
ORD-001363,2024-12-08,WH2,CUST-0085,26,standard,10:00,12:00
ORD-001364,2024-12-08,WH2,CUST-0100,114,urgent,09:00,11:00
ORD-001365,2024-12-08,WH2,CUST-0074,120,standard,11:30,13:30
ORD-001366,2024-12-08,WH2,CUST-0129,128,standard,13:30,16:30
ORD-001367,2024-12-08,WH2,CUST-0115,108,standard,12:30,15:30
ORD-001368,2024-12-08,WH2,CUST-0081,15,standard,14:00,16:00
ORD-001369,2024-12-08,WH2,CUST-0134,58,standard,13:30,15:30
ORD-001370,2024-12-08,WH2,CUST-0083,136,urgent,09:00,12:00
ORD-001371,2024-12-08,WH2,CUST-0104,38,standard,10:30,13:30
ORD-001372,2024-12-08,WH2,CUST-0078,99,standard,12:30,15:30
ORD-001373,2024-12-08,WH2,CUST-0088,73,standard,14:30,16:30
ORD-001374,2024-12-08,WH2,CUST-0102,41,standard,11:00,14:00
ORD-001375,2024-12-08,WH2,CUST-0125,46,standard,08:30,11:30
ORD-001376,2024-12-08,WH2,CUST-0133,112,standard,08:00,12:00
ORD-001377,2024-12-08,WH2,CUST-0086,45,urgent,13:00,15:00
ORD-001378,2024-12-08,WH2,CUST-0123,32,urgent,08:00,11:00
ORD-001379,2024-12-08,WH2,CUST-0079,65,standard,12:30,16:30
ORD-001380,2024-12-08,WH2,CUST-0096,140,standard,13:30,16:30
ORD-001381,2024-12-08,WH2,CUST-0125,24,standard,12:30,14:30
ORD-001382,2024-12-08,WH2,CUST-0112,72,standard,08:00,11:00
ORD-001383,2024-12-08,WH2,CUST-0071,54,standard,08:00,10:00
ORD-001384,2024-12-08,WH2,CUST-0121,115,standard,09:00,12:00
ORD-001385,2024-12-08,WH2,CUST-0074,68,urgent,09:00,13:00
ORD-001386,2024-12-08,WH2,CUST-0118,67,urgent,11:30,14:30
ORD-001387,2024-12-08,WH2,CUST-0132,40,standard,09:00,11:00
ORD-001388,2024-12-08,WH2,CUST-0115,17,standard,12:00,14:00
ORD-001389,2024-12-08,WH2,CUST-0098,90,standard,10:30,13:30
ORD-001390,2024-12-08,WH2,CUST-0117,91,standard,11:30,14:30
ORD-001391,2024-12-08,WH2,CUST-0078,115,standard,11:30,15:30
ORD-001392,2024-12-08,WH2,CUST-0115,54,standard,09:30,13:30
ORD-001393,2024-12-08,WH2,CUST-0096,115,standard,08:30,12:30
ORD-001394,2024-12-08,WH2,CUST-0071,55,urgent,10:30,12:30
ORD-001395,2024-12-08,WH3,CUST-0175,21,standard,09:30,13:30
ORD-001396,2024-12-08,WH3,CUST-0147,126,urgent,10:00,14:00
ORD-001397,2024-12-08,WH3,CUST-0177,122,standard,13:00,17:00
ORD-001398,2024-12-08,WH3,CUST-0153,99,standard,12:00,14:00
ORD-001399,2024-12-08,WH3,CUST-0152,117,standard,12:00,16:00
ORD-001400,2024-12-08,WH3,CUST-0139,75,standard,14:00,17:00
ORD-001401,2024-12-08,WH3,CUST-0171,39,urgent,14:00,17:00
ORD-001402,2024-12-08,WH3,CUST-0195,106,standard,09:00,11:00
ORD-001403,2024-12-08,WH3,CUST-0152,42,standard,12:30,15:30
ORD-001404,2024-12-08,WH3,CUST-0195,112,standard,12:30,15:30
ORD-001405,2024-12-08,WH3,CUST-0192,92,urgent,09:00,12:00
ORD-001406,2024-12-08,WH3,CUST-0135,47,standard,13:30,15:30
ORD-001407,2024-12-08,WH3,CUST-0145,65,standard,08:30,10:30
ORD-001408,2024-12-08,WH3,CUST-0137,29,urgent,08:00,11:00
ORD-001409,2024-12-08,WH3,CUST-0167,24,standard,10:30,14:30
ORD-001410,2024-12-08,WH3,CUST-0162,94,standard,11:00,14:00
ORD-001411,2024-12-08,WH3,CUST-0154,50,standard,08:00,11:00
ORD-001412,2024-12-08,WH3,CUST-0189,32,standard,08:00,10:00
ORD-001413,2024-12-08,WH3,CUST-0149,133,standard,13:00,15:00
ORD-001414,2024-12-08,WH3,CUST-0171,55,urgent,13:30,15:30
ORD-001415,2024-12-08,WH3,CUST-0165,94,urgent,09:00,12:00
ORD-001416,2024-12-08,WH3,CUST-0173,15,urgent,12:30,15:30
ORD-001417,2024-12-08,WH3,CUST-0150,105,standard,09:00,13:00
ORD-001418,2024-12-08,WH3,CUST-0141,53,urgent,13:30,16:30
ORD-001419,2024-12-08,WH3,CUST-0165,36,urgent,13:30,17:30
ORD-001420,2024-12-08,WH3,CUST-0188,101,urgent,10:00,14:00
ORD-001421,2024-12-08,WH3,CUST-0193,125,standard,14:30,18:30
ORD-001422,2024-12-08,WH3,CUST-0143,69,standard,10:00,13:00
ORD-001423,2024-12-08,WH3,CUST-0149,125,standard,11:30,13:30
ORD-001424,2024-12-08,WH3,CUST-0198,122,standard,10:30,13:30
ORD-001425,2024-12-08,WH3,CUST-0137,100,standard,10:30,12:30
ORD-001426,2024-12-08,WH3,CUST-0200,90,standard,09:00,11:00
ORD-001427,2024-12-08,WH3,CUST-0165,72,standard,11:00,15:00
ORD-001428,2024-12-08,WH3,CUST-0153,37,standard,12:30,16:30
ORD-001429,2024-12-08,WH3,CUST-0172,31,standard,12:00,16:00
ORD-001430,2024-12-08,WH3,CUST-0189,59,urgent,12:00,15:00
ORD-001431,2024-12-08,WH3,CUST-0135,123,standard,13:30,17:30
ORD-001432,2024-12-08,WH3,CUST-0180,82,standard,08:30,10:30
ORD-001433,2024-12-08,WH3,CUST-0165,24,standard,09:00,13:00
ORD-001434,2024-12-08,WH3,CUST-0188,83,standard,08:00,12:00
ORD-001435,2024-12-08,WH3,CUST-0158,74,standard,09:30,13:30
ORD-001436,2024-12-08,WH3,CUST-0145,106,standard,12:30,14:30
ORD-001437,2024-12-08,WH3,CUST-0181,99,urgent,13:00,16:00
ORD-001438,2024-12-08,WH3,CUST-0143,71,urgent,08:00,11:00
ORD-001439,2024-12-08,WH3,CUST-0199,57,urgent,11:00,14:00
ORD-001440,2024-12-08,WH3,CUST-0199,27,standard,11:30,13:30
ORD-001441,2024-12-08,WH3,CUST-0137,57,standard,08:30,10:30
ORD-001442,2024-12-08,WH3,CUST-0184,109,standard,09:30,12:30
ORD-001443,2024-12-08,WH3,CUST-0195,105,standard,08:00,11:00
ORD-001444,2024-12-08,WH3,CUST-0140,101,urgent,14:30,17:30
ORD-001445,2024-12-08,WH3,CUST-0184,42,standard,13:30,15:30
ORD-001446,2024-12-08,WH3,CUST-0182,84,standard,12:30,16:30
ORD-001447,2024-12-08,WH3,CUST-0167,79,standard,10:30,12:30
ORD-001448,2024-12-08,WH3,CUST-0137,119,standard,09:00,13:00
ORD-001449,2024-12-09,WH1,CUST-0046,123,standard,14:00,17:00
ORD-001450,2024-12-09,WH1,CUST-0009,112,standard,11:30,13:30
ORD-001451,2024-12-09,WH1,CUST-0045,84,standard,14:30,18:30
ORD-001452,2024-12-09,WH1,CUST-0031,87,urgent,12:00,16:00
ORD-001453,2024-12-09,WH1,CUST-0014,134,urgent,09:00,13:00
ORD-001454,2024-12-09,WH1,CUST-0043,73,standard,14:30,17:30
ORD-001455,2024-12-09,WH1,CUST-0018,16,standard,08:00,12:00
ORD-001456,2024-12-09,WH1,CUST-0006,83,standard,11:00,13:00
ORD-001457,2024-12-09,WH1,CUST-0046,85,standard,12:30,16:30
ORD-001458,2024-12-09,WH1,CUST-0044,18,standard,11:30,13:30
ORD-001459,2024-12-09,WH1,CUST-0023,87,standard,12:30,14:30
ORD-001460,2024-12-09,WH1,CUST-0060,56,standard,13:00,16:00
