trip_id,date,vehicle_id,driver_id,warehouse_id,num_stops,total_distance_km,weather_condition,traffic_level,planned_duration_min,actual_duration_min
TRIP-00299,2024-10-12,TRK-004,DRV-001,WH1,11,140.0,rain,medium,252,310
TRIP-00300,2024-12-12,TRK-012,DRV-018,WH3,19,224.7,snow,medium,416,758
TRIP-00301,2024-10-14,TRK-013,DRV-024,WH3,7,49.1,fog,medium,117,201
TRIP-00302,2024-07-06,TRK-008,DRV-015,WH2,21,241.2,rain,high,452,904
TRIP-00303,2024-10-26,TRK-012,DRV-024,WH3,11,128.9,rain,high,240,443
TRIP-00304,2024-12-29,TRK-015,DRV-025,WH3,22,243.7,clear,medium,464,537
TRIP-00305,2024-09-19,TRK-014,DRV-021,WH3,7,60.5,clear,medium,129,156
TRIP-00306,2024-08-27,TRK-007,DRV-014,WH2,5,51.0,clear,medium,101,121
TRIP-00307,2024-07-09,TRK-013,DRV-020,WH3,13,133.5,clear,medium,263,330
TRIP-00308,2024-09-19,TRK-013,DRV-021,WH3,9,84.5,rain,high,173,342
TRIP-00309,2024-09-08,TRK-001,DRV-006,WH1,22,204.9,rain,low,422,462
TRIP-00310,2024-09-18,TRK-001,DRV-008,WH1,22,200.0,clear,low,416,425
TRIP-00311,2024-10-01,TRK-007,DRV-013,WH2,5,52.9,clear,medium,103,104
TRIP-00312,2024-10-08,TRK-015,DRV-020,WH3,24,277.8,clear,low,519,550
TRIP-00313,2024-10-04,TRK-010,DRV-013,WH2,8,96.7,clear,low,177,181
TRIP-00314,2024-07-27,TRK-009,DRV-011,WH2,15,122.8,clear,high,269,386
TRIP-00315,2024-07-23,TRK-007,DRV-017,WH2,11,94.7,clear,medium,202,275
TRIP-00316,2024-09-09,TRK-015,DRV-024,WH3,8,85.6,clear,medium,165,211
TRIP-00317,2024-08-14,TRK-009,DRV-016,WH2,22,215.9,clear,low,434,466
TRIP-00318,2024-11-12,TRK-014,DRV-020,WH3,19,115.6,fog,low,297,347
TRIP-00319,2024-07-12,TRK-004,DRV-008,WH1,23,161.6,rain,high,383,783
TRIP-00320,2024-08-01,TRK-006,DRV-016,WH2,16,191.4,clear,medium,353,479
TRIP-00321,2024-08-03,TRK-005,DRV-003,WH1,14,136.3,clear,high,275,443
TRIP-00322,2024-07-11,TRK-008,DRV-017,WH2,12,107.4,rain,low,225,262
TRIP-00323,2024-09-20,TRK-014,DRV-018,WH3,24,304.3,fog,low,548,716
TRIP-00324,2024-08-04,TRK-014,DRV-018,WH3,20,185.6,clear,low,382,379
TRIP-00325,2024-11-27,TRK-004,DRV-008,WH1,20,124.4,clear,medium,316,410
TRIP-00326,2024-12-06,TRK-009,DRV-017,WH2,13,83.3,clear,low,208,208
TRIP-00327,2024-12-21,TRK-014,DRV-025,WH3,19,141.9,clear,high,326,533
TRIP-00328,2024-10-11,TRK-006,DRV-016,WH2,22,238.9,clear,low,459,459
TRIP-00329,2024-09-13,TRK-011,DRV-025,WH3,17,184.6,rain,high,354,672
TRIP-00330,2024-11-24,TRK-011,DRV-022,WH3,16,187.6,rain,medium,349,515
TRIP-00331,2024-11-28,TRK-002,DRV-009,WH1,25,206.0,rain,high,450,770
TRIP-00332,2024-11-09,TRK-012,DRV-025,WH3,11,64.9,fog,low,170,208
TRIP-00333,2024-09-12,TRK-012,DRV-018,WH3,14,125.7,rain,low,263,294
TRIP-00334,2024-07-25,TRK-015,DRV-025,WH3,7,90.5,rain,medium,162,226
TRIP-00335,2024-11-06,TRK-010,DRV-010,WH2,13,109.1,fog,low,236,280
TRIP-00336,2024-07-10,TRK-007,DRV-016,WH2,15,105.7,fog,low,250,323
TRIP-00337,2024-07-29,TRK-006,DRV-011,WH2,5,38.4,clear,low,87,86
TRIP-00338,2024-08-12,TRK-003,DRV-002,WH1,24,312.4,clear,low,557,582
TRIP-00339,2024-08-19,TRK-001,DRV-006,WH1,9,118.7,clear,low,210,200
TRIP-00340,2024-08-09,TRK-006,DRV-015,WH2,22,185.4,clear,low,400,419
TRIP-00341,2024-08-24,TRK-006,DRV-010,WH2,16,192.6,clear,medium,354,415
TRIP-00342,2024-11-10,TRK-004,DRV-009,WH1,22,189.5,clear,low,405,394
TRIP-00343,2024-11-22,TRK-003,DRV-008,WH1,7,87.1,clear,medium,158,177
TRIP-00344,2024-09-10,TRK-007,DRV-010,WH2,8,67.1,clear,medium,145,185
TRIP-00345,2024-12-17,TRK-002,DRV-009,WH1,6,68.3,rain,low,129,162
TRIP-00346,2024-12-13,TRK-009,DRV-011,WH2,21,261.8,clear,medium,475,648
TRIP-00347,2024-08-16,TRK-003,DRV-009,WH1,17,158.4,rain,medium,326,429
TRIP-00348,2024-07-14,TRK-010,DRV-017,WH2,10,90.0,clear,medium,188,237
TRIP-00349,2024-07-04,TRK-013,DRV-020,WH3,7,79.7,clear,high,150,261
TRIP-00350,2024-12-25,TRK-010,DRV-014,WH2,23,200.2,clear,low,425,449
TRIP-00351,2024-07-15,TRK-012,DRV-022,WH3,12,159.6,clear,medium,282,346
TRIP-00352,2024-10-13,TRK-003,DRV-002,WH1,16,116.3,rain,high,271,493
TRIP-00353,2024-10-22,TRK-015,DRV-022,WH3,19,161.2,clear,medium,347,429
TRIP-00354,2024-10-27,TRK-008,DRV-014,WH2,10,86.1,clear,medium,184,243
TRIP-00355,2024-10-29,TRK-008,DRV-013,WH2,21,256.7,snow,low,469,667
TRIP-00356,2024-12-06,TRK-012,DRV-018,WH3,19,143.9,clear,high,328,538
TRIP-00357,2024-11-23,TRK-012,DRV-024,WH3,8,97.0,fog,medium,178,272
TRIP-00358,2024-12-17,TRK-010,DRV-011,WH2,21,235.2,rain,medium,446,603
TRIP-00359,2024-10-02,TRK-014,DRV-019,WH3,12,92.7,snow,low,209,277
TRIP-00360,2024-08-18,TRK-013,DRV-024,WH3,13,167.7,rain,medium,300,398
TRIP-00361,2024-10-06,TRK-001,DRV-008,WH1,10,103.8,snow,low,203,268
TRIP-00362,2024-12-25,TRK-001,DRV-005,WH1,18,229.8,fog,low,413,469
TRIP-00363,2024-08-29,TRK-005,DRV-005,WH1,13,75.8,clear,medium,200,253
TRIP-00364,2024-11-07,TRK-006,DRV-014,WH2,10,116.1,fog,medium,217,325
TRIP-00365,2024-12-14,TRK-001,DRV-004,WH1,23,280.4,clear,high,513,845
TRIP-00366,2024-08-16,TRK-015,DRV-025,WH3,18,113.2,clear,medium,285,328
TRIP-00367,2024-07-20,TRK-015,DRV-020,WH3,6,40.9,clear,medium,99,120
TRIP-00368,2024-11-14,TRK-003,DRV-004,WH1,12,91.0,rain,low,207,250
TRIP-00369,2024-12-25,TRK-011,DRV-022,WH3,8,93.5,clear,medium,174,225
TRIP-00370,2024-10-22,TRK-006,DRV-015,WH2,7,56.7,fog,low,125,162
TRIP-00371,2024-11-07,TRK-005,DRV-008,WH1,12,94.1,clear,medium,211,260
TRIP-00372,2024-09-13,TRK-012,DRV-018,WH3,22,296.6,fog,medium,522,771
TRIP-00373,2024-08-22,TRK-006,DRV-016,WH2,12,132.1,clear,high,252,366
TRIP-00374,2024-07-23,TRK-002,DRV-007,WH1,6,71.4,fog,low,132,178
TRIP-00375,2024-12-11,TRK-008,DRV-011,WH2,9,96.4,rain,low,186,206
TRIP-00376,2024-09-06,TRK-006,DRV-015,WH2,17,161.3,clear,medium,329,395
TRIP-00377,2024-11-14,TRK-006,DRV-015,WH2,5,73.3,rain,high,125,225
TRIP-00378,2024-07-28,TRK-015,DRV-025,WH3,6,39.1,rain,medium,97,122
TRIP-00379,2024-10-08,TRK-001,DRV-001,WH1,14,143.3,clear,high,282,475
TRIP-00380,2024-10-25,TRK-002,DRV-001,WH1,10,65.8,clear,medium,162,213
TRIP-00381,2024-12-24,TRK-006,DRV-011,WH2,5,73.7,clear,low,125,125
TRIP-00382,2024-12-09,TRK-009,DRV-011,WH2,13,137.2,rain,low,267,349
TRIP-00383,2024-10-28,TRK-015,DRV-018,WH3,8,89.1,clear,medium,169,236
TRIP-00384,2024-09-28,TRK-015,DRV-019,WH3,24,254.2,rain,medium,493,709
TRIP-00385,2024-09-26,TRK-004,DRV-009,WH1,7,92.7,clear,low,164,148
TRIP-00386,2024-12-02,TRK-005,DRV-002,WH1,24,175.9,rain,low,408,468
TRIP-00387,2024-10-02,TRK-012,DRV-022,WH3,8,63.0,clear,medium,141,174
TRIP-00388,2024-08-08,TRK-007,DRV-013,WH2,23,152.5,rain,low,373,420
TRIP-00389,2024-11-12,TRK-010,DRV-016,WH2,14,145.1,snow,medium,284,517
TRIP-00390,2024-08-10,TRK-010,DRV-012,WH2,9,106.9,clear,medium,198,247
TRIP-00391,2024-11-13,TRK-008,DRV-010,WH2,24,341.4,clear,medium,588,778
TRIP-00392,2024-11-24,TRK-002,DRV-009,WH1,18,201.4,fog,low,382,478
TRIP-00393,2024-07-21,TRK-002,DRV-004,WH1,19,137.9,clear,medium,321,371
TRIP-00394,2024-11-29,TRK-014,DRV-023,WH3,7,57.2,clear,low,125,131
TRIP-00395,2024-08-14,TRK-009,DRV-015,WH2,16,119.7,clear,high,275,402
TRIP-00396,2024-07-04,TRK-004,DRV-004,WH1,14,192.3,rain,medium,336,501
TRIP-00397,2024-09-03,TRK-010,DRV-013,WH2,23,254.7,clear,medium,485,702
TRIP-00398,2024-10-14,TRK-009,DRV-013,WH2,17,211.1,clear,high,383,659
TRIP-00399,2024-10-03,TRK-006,DRV-011,WH2,14,187.9,clear,low,331,312
TRIP-00400,2024-12-12,TRK-009,DRV-013,WH2,7,39.6,clear,medium,106,130
TRIP-00401,2024-08-23,TRK-001,DRV-004,WH1,12,96.6,clear,low,213,221
TRIP-00402,2024-11-22,TRK-007,DRV-015,WH2,17,165.4,clear,low,333,339
TRIP-00403,2024-07-09,TRK-003,DRV-002,WH1,13,127.6,rain,low,256,304
TRIP-00404,2024-08-26,TRK-011,DRV-023,WH3,11,121.8,clear,low,232,242
TRIP-00405,2024-07-20,TRK-007,DRV-016,WH2,9,85.7,clear,high,174,263
TRIP-00406,2024-11-17,TRK-002,DRV-004,WH1,5,75.8,clear,low,128,128
TRIP-00407,2024-07-15,TRK-014,DRV-021,WH3,23,209.8,rain,medium,436,661
TRIP-00408,2024-09-25,TRK-013,DRV-020,WH3,23,300.1,clear,medium,534,640
TRIP-00409,2024-08-26,TRK-007,DRV-017,WH2,15,109.2,rain,medium,254,349
TRIP-00410,2024-08-15,TRK-015,DRV-019,WH3,16,192.1,clear,medium,354,410
TRIP-00411,2024-11-08,TRK-015,DRV-023,WH3,22,213.9,clear,low,431,440
TRIP-00412,2024-11-07,TRK-013,DRV-025,WH3,10,130.2,clear,medium,232,307
TRIP-00413,2024-08-26,TRK-015,DRV-018,WH3,16,124.9,clear,low,280,273
TRIP-00414,2024-09-20,TRK-004,DRV-004,WH1,25,220.7,clear,low,466,433
TRIP-00415,2024-11-21,TRK-003,DRV-005,WH1,23,198.9,clear,medium,424,539
TRIP-00416,2024-08-31,TRK-009,DRV-015,WH2,8,63.5,clear,medium,141,186
TRIP-00417,2024-10-27,TRK-013,DRV-024,WH3,14,193.5,clear,low,337,308
TRIP-00418,2024-10-09,TRK-008,DRV-014,WH2,12,116.9,clear,low,236,244
TRIP-00419,2024-07-25,TRK-006,DRV-015,WH2,25,232.7,clear,medium,479,640
TRIP-00420,2024-08-31,TRK-011,DRV-022,WH3,8,104.7,clear,low,186,182
TRIP-00421,2024-09-27,TRK-005,DRV-004,WH1,9,66.2,clear,low,153,156
TRIP-00422,2024-12-05,TRK-008,DRV-013,WH2,22,284.7,snow,high,509,1346
TRIP-00423,2024-07-06,TRK-015,DRV-022,WH3,18,235.9,rain,low,419,493
TRIP-00424,2024-11-29,TRK-009,DRV-016,WH2,9,76.1,rain,low,164,166
TRIP-00425,2024-10-13,TRK-015,DRV-020,WH3,17,242.2,clear,medium,417,492
TRIP-00426,2024-11-13,TRK-004,DRV-004,WH1,23,260.1,clear,medium,491,580
TRIP-00427,2024-07-25,TRK-009,DRV-015,WH2,20,163.3,clear,low,358,331
TRIP-00428,2024-10-24,TRK-014,DRV-021,WH3,13,94.1,clear,medium,220,285
TRIP-00429,2024-09-20,TRK-007,DRV-012,WH2,24,297.1,snow,low,540,807
TRIP-00430,2024-08-30,TRK-013,DRV-023,WH3,9,118.7,clear,medium,210,264
TRIP-00431,2024-09-25,TRK-010,DRV-014,WH2,19,237.2,clear,medium,430,522
TRIP-00432,2024-09-26,TRK-002,DRV-003,WH1,13,169.1,clear,medium,301,395
TRIP-00433,2024-10-09,TRK-015,DRV-024,WH3,7,80.1,clear,low,150,152
TRIP-00434,2024-11-02,TRK-014,DRV-021,WH3,16,190.8,clear,medium,352,401
TRIP-00435,2024-08-16,TRK-008,DRV-011,WH2,19,163.6,clear,medium,349,455
TRIP-00436,2024-07-10,TRK-005,DRV-008,WH1,5,71.1,clear,low,123,130
TRIP-00437,2024-09-01,TRK-008,DRV-013,WH2,24,243.8,clear,medium,482,553
TRIP-00438,2024-11-13,TRK-006,DRV-015,WH2,8,98.1,clear,low,179,177
TRIP-00439,2024-08-01,TRK-009,DRV-012,WH2,9,91.8,clear,low,181,191
TRIP-00440,2024-08-25,TRK-011,DRV-024,WH3,15,87.7,clear,low,231,247
TRIP-00441,2024-12-05,TRK-009,DRV-012,WH2,7,44.7,clear,low,112,109
TRIP-00442,2024-09-12,TRK-005,DRV-008,WH1,12,80.8,clear,high,196,281
TRIP-00443,2024-12-05,TRK-006,DRV-016,WH2,19,138.3,rain,medium,322,413
TRIP-00444,2024-10-30,TRK-014,DRV-025,WH3,24,160.5,clear,medium,391,496
TRIP-00445,2024-12-30,TRK-009,DRV-015,WH2,17,234.2,fog,medium,408,671
TRIP-00446,2024-10-18,TRK-010,DRV-012,WH2,10,87.2,clear,high,185,293
TRIP-00447,2024-10-10,TRK-014,DRV-025,WH3,12,98.4,fog,low,215,261
TRIP-00448,2024-12-29,TRK-011,DRV-024,WH3,7,64.1,snow,low,133,189
TRIP-00449,2024-09-16,TRK-003,DRV-009,WH1,25,217.0,rain,low,462,589
TRIP-00450,2024-10-17,TRK-012,DRV-025,WH3,10,89.8,snow,medium,188,347
TRIP-00451,2024-11-10,TRK-006,DRV-011,WH2,6,79.3,rain,low,141,154
TRIP-00452,2024-08-26,TRK-007,DRV-014,WH2,11,123.3,clear,medium,234,282
TRIP-00453,2024-09-29,TRK-004,DRV-007,WH1,25,269.2,rain,high,519,916
TRIP-00454,2024-09-06,TRK-006,DRV-010,WH2,18,240.4,clear,high,424,672
TRIP-00455,2024-10-30,TRK-009,DRV-017,WH2,19,182.8,clear,medium,370,502
TRIP-00456,2024-11-01,TRK-004,DRV-003,WH1,14,114.9,rain,high,251,483
TRIP-00457,2024-08-18,TRK-001,DRV-002,WH1,12,111.3,clear,medium,229,289
TRIP-00458,2024-12-22,TRK-007,DRV-011,WH2,20,222.8,rain,medium,423,637
TRIP-00459,2024-08-18,TRK-004,DRV-006,WH1,18,195.5,clear,low,375,347
TRIP-00460,2024-10-25,TRK-015,DRV-021,WH3,18,159.5,rain,high,336,638
TRIP-00461,2024-12-27,TRK-011,DRV-024,WH3,11,92.8,clear,low,200,205
TRIP-00462,2024-08-24,TRK-001,DRV-007,WH1,14,170.9,fog,low,312,410
TRIP-00463,2024-07-08,TRK-002,DRV-002,WH1,23,260.2,clear,high,491,838
TRIP-00464,2024-08-29,TRK-007,DRV-011,WH2,9,82.9,snow,low,171,242
TRIP-00465,2024-07-15,TRK-012,DRV-020,WH3,10,92.1,clear,low,190,171
TRIP-00466,2024-12-10,TRK-008,DRV-013,WH2,17,117.4,clear,medium,281,343
TRIP-00467,2024-08-27,TRK-006,DRV-013,WH2,17,141.2,clear,low,307,319
TRIP-00468,2024-07-07,TRK-004,DRV-006,WH1,5,36.3,clear,medium,85,110
TRIP-00469,2024-07-15,TRK-003,DRV-006,WH1,8,87.3,clear,low,167,181
TRIP-00470,2024-07-30,TRK-010,DRV-017,WH2,13,137.1,rain,medium,267,409
TRIP-00471,2024-07-28,TRK-012,DRV-022,WH3,9,80.9,clear,high,169,253
TRIP-00472,2024-09-27,TRK-014,DRV-020,WH3,25,170.4,clear,medium,411,516
TRIP-00473,2024-07-21,TRK-013,DRV-025,WH3,12,135.0,clear,medium,255,350
TRIP-00474,2024-11-11,TRK-014,DRV-024,WH3,8,66.4,rain,low,144,175
TRIP-00475,2024-07-09,TRK-011,DRV-021,WH3,8,81.0,clear,high,160,284
TRIP-00476,2024-09-04,TRK-007,DRV-016,WH2,14,169.6,clear,low,311,338
TRIP-00477,2024-08-24,TRK-009,DRV-014,WH2,6,51.5,clear,low,110,101
TRIP-00478,2024-09-26,TRK-002,DRV-008,WH1,20,142.1,clear,low,335,323
TRIP-00479,2024-12-16,TRK-005,DRV-007,WH1,25,341.1,rain,medium,597,891
TRIP-00480,2024-09-04,TRK-003,DRV-006,WH1,11,94.0,clear,low,202,209
TRIP-00481,2024-12-06,TRK-012,DRV-021,WH3,13,174.7,fog,medium,308,464
TRIP-00482,2024-07-20,TRK-004,DRV-001,WH1,17,126.1,fog,low,291,339
TRIP-00483,2024-08-25,TRK-001,DRV-003,WH1,9,91.1,clear,low,180,188
TRIP-00484,2024-11-10,TRK-012,DRV-021,WH3,18,164.0,clear,medium,341,416
TRIP-00485,2024-09-04,TRK-007,DRV-013,WH2,23,226.1,clear,medium,454,550
TRIP-00486,2024-12-13,TRK-008,DRV-017,WH2,11,132.1,clear,high,243,397
TRIP-00487,2024-10-13,TRK-006,DRV-015,WH2,12,161.9,clear,medium,285,366
TRIP-00488,2024-08-12,TRK-010,DRV-016,WH2,22,251.8,rain,medium,473,618
TRIP-00489,2024-07-25,TRK-004,DRV-007,WH1,25,275.9,rain,high,526,1010
TRIP-00490,2024-11-22,TRK-015,DRV-020,WH3,25,253.6,rain,low,502,622
TRIP-00491,2024-09-14,TRK-008,DRV-017,WH2,12,133.1,clear,medium,253,301
TRIP-00492,2024-11-01,TRK-003,DRV-003,WH1,22,295.8,clear,high,521,971
TRIP-00493,2024-10-07,TRK-001,DRV-009,WH1,25,303.0,clear,high,556,854
TRIP-00494,2024-11-06,TRK-008,DRV-016,WH2,13,150.2,clear,high,281,458
TRIP-00495,2024-08-04,TRK-004,DRV-001,WH1,24,254.4,clear,medium,494,612
TRIP-00496,2024-10-01,TRK-004,DRV-005,WH1,16,137.3,clear,medium,294,387
TRIP-00497,2024-12-17,TRK-013,DRV-018,WH3,24,244.7,clear,low,483,502
TRIP-00498,2024-07-12,TRK-002,DRV-008,WH1,13,162.2,fog,low,294,409
TRIP-00499,2024-09-08,TRK-011,DRV-020,WH3,13,133.5,clear,high,263,431
TRIP-00500,2024-12-05,TRK-003,DRV-004,WH1,13,100.5,clear,medium,227,270
TRIP-00501,2024-07-27,TRK-001,DRV-002,WH1,14,162.6,rain,high,303,615
TRIP-00502,2024-11-13,TRK-010,DRV-011,WH2,11,141.6,fog,high,253,491
TRIP-00503,2024-12-28,TRK-004,DRV-005,WH1,14,173.0,clear,high,315,520
TRIP-00504,2024-10-17,TRK-014,DRV-022,WH3,19,268.3,rain,high,464,866
TRIP-00505,2024-08-09,TRK-001,DRV-006,WH1,21,186.4,clear,low,392,371
TRIP-00506,2024-07-05,TRK-014,DRV-022,WH3,7,46.6,snow,medium,114,221
TRIP-00507,2024-12-29,TRK-001,DRV-002,WH1,10,109.5,clear,low,209,221
TRIP-00508,2024-08-18,TRK-009,DRV-012,WH2,6,76.3,clear,medium,137,172
TRIP-00509,2024-11-09,TRK-004,DRV-003,WH1,13,116.2,snow,medium,244,403
TRIP-00510,2024-07-19,TRK-002,DRV-004,WH1,22,144.9,rain,medium,356,433
TRIP-00511,2024-10-24,TRK-003,DRV-007,WH1,8,106.0,rain,medium,188,266
TRIP-00512,2024-09-17,TRK-012,DRV-019,WH3,7,102.3,clear,low,175,167
TRIP-00513,2024-11-30,TRK-003,DRV-001,WH1,17,114.8,clear,medium,278,382
TRIP-00514,2024-09-10,TRK-001,DRV-001,WH1,17,162.7,rain,low,330,381
TRIP-00515,2024-08-27,TRK-011,DRV-019,WH3,14,152.3,clear,low,292,318
TRIP-00516,2024-11-05,TRK-015,DRV-022,WH3,11,84.4,clear,low,191,186
TRIP-00517,2024-12-25,TRK-008,DRV-015,WH2,23,232.7,fog,high,461,931
TRIP-00518,2024-10-08,TRK-003,DRV-007,WH1,6,75.6,clear,high,136,227
TRIP-00519,2024-10-28,TRK-006,DRV-010,WH2,18,136.6,fog,low,311,374
TRIP-00520,2024-11-16,TRK-001,DRV-002,WH1,10,92.3,clear,medium,191,236
TRIP-00521,2024-12-09,TRK-003,DRV-008,WH1,9,125.6,rain,high,218,450
TRIP-00522,2024-07-04,TRK-014,DRV-021,WH3,20,185.7,snow,high,383,883
TRIP-00523,2024-07-15,TRK-006,DRV-015,WH2,14,156.2,snow,medium,296,523
TRIP-00524,2024-12-06,TRK-014,DRV-021,WH3,14,107.3,clear,medium,243,300
TRIP-00525,2024-11-02,TRK-003,DRV-007,WH1,12,110.1,snow,high,228,464
TRIP-00526,2024-12-06,TRK-004,DRV-005,WH1,16,176.1,clear,low,336,343
TRIP-00527,2024-08-05,TRK-015,DRV-018,WH3,5,33.7,clear,low,82,86
TRIP-00528,2024-08-16,TRK-015,DRV-025,WH3,8,114.0,fog,high,196,404
TRIP-00529,2024-09-04,TRK-010,DRV-013,WH2,13,84.7,clear,medium,209,258
TRIP-00530,2024-10-23,TRK-011,DRV-019,WH3,11,93.5,snow,low,201,293
TRIP-00531,2024-08-29,TRK-009,DRV-014,WH2,18,253.7,rain,medium,439,688
TRIP-00532,2024-11-17,TRK-011,DRV-020,WH3,13,123.7,rain,medium,252,308
TRIP-00533,2024-11-28,TRK-013,DRV-021,WH3,17,161.5,rain,medium,329,480
TRIP-00534,2024-10-09,TRK-013,DRV-024,WH3,11,108.7,rain,medium,218,305
TRIP-00535,2024-09-08,TRK-007,DRV-013,WH2,8,83.4,clear,low,163,166
TRIP-00536,2024-08-02,TRK-003,DRV-004,WH1,11,68.1,clear,low,173,172
TRIP-00537,2024-09-21,TRK-009,DRV-010,WH2,6,56.9,clear,medium,116,148
TRIP-00538,2024-10-05,TRK-009,DRV-015,WH2,8,100.2,rain,high,181,364
TRIP-00539,2024-07-31,TRK-005,DRV-004,WH1,20,204.6,clear,medium,403,517
TRIP-00540,2024-09-17,TRK-008,DRV-012,WH2,17,213.2,rain,medium,386,543
TRIP-00541,2024-08-10,TRK-007,DRV-014,WH2,13,172.6,rain,high,305,573
TRIP-00542,2024-09-21,TRK-011,DRV-023,WH3,21,216.7,clear,medium,425,544
TRIP-00543,2024-12-12,TRK-010,DRV-017,WH2,5,34.9,rain,medium,83,111
TRIP-00544,2024-09-27,TRK-014,DRV-018,WH3,19,243.5,clear,medium,437,501
TRIP-00545,2024-08-18,TRK-012,DRV-018,WH3,24,228.0,fog,medium,465,716
TRIP-00546,2024-11-21,TRK-007,DRV-010,WH2,16,107.8,clear,low,262,282
TRIP-00547,2024-10-12,TRK-008,DRV-016,WH2,20,126.5,clear,medium,318,392
TRIP-00548,2024-07-28,TRK-007,DRV-016,WH2,19,229.2,clear,medium,421,527
TRIP-00549,2024-10-29,TRK-011,DRV-022,WH3,12,157.4,rain,medium,280,407
TRIP-00550,2024-08-10,TRK-009,DRV-014,WH2,17,120.2,clear,medium,284,325
TRIP-00551,2024-11-28,TRK-001,DRV-006,WH1,16,188.7,clear,medium,350,430
TRIP-00552,2024-12-24,TRK-004,DRV-007,WH1,9,95.4,fog,high,185,371
TRIP-00553,2024-08-18,TRK-003,DRV-008,WH1,20,228.6,snow,low,429,629
TRIP-00554,2024-08-11,TRK-013,DRV-024,WH3,20,144.9,rain,low,338,434
TRIP-00555,2024-10-13,TRK-001,DRV-004,WH1,10,97.9,clear,medium,197,250
TRIP-00556,2024-10-30,TRK-004,DRV-002,WH1,20,239.9,fog,medium,442,702
TRIP-00557,2024-07-06,TRK-009,DRV-015,WH2,21,211.9,clear,low,420,396
TRIP-00558,2024-07-09,TRK-010,DRV-013,WH2,9,101.0,clear,high,191,299
TRIP-00559,2024-12-02,TRK-008,DRV-011,WH2,25,281.6,clear,medium,532,694
TRIP-00560,2024-11-27,TRK-014,DRV-022,WH3,14,125.4,clear,low,263,254
TRIP-00561,2024-10-15,TRK-015,DRV-020,WH3,25,212.9,rain,low,457,475
TRIP-00562,2024-07-20,TRK-015,DRV-025,WH3,6,44.5,clear,medium,103,137
TRIP-00563,2024-12-19,TRK-011,DRV-021,WH3,25,215.5,fog,low,460,523
TRIP-00564,2024-11-23,TRK-012,DRV-018,WH3,25,217.3,clear,low,462,478
TRIP-00565,2024-12-18,TRK-002,DRV-004,WH1,17,234.9,clear,medium,409,517
TRIP-00566,2024-11-10,TRK-001,DRV-002,WH1,5,70.9,clear,high,122,178
TRIP-00567,2024-09-05,TRK-004,DRV-001,WH1,24,159.4,clear,high,390,616
TRIP-00568,2024-08-08,TRK-013,DRV-025,WH3,11,113.1,clear,medium,222,290
TRIP-00569,2024-12-27,TRK-013,DRV-021,WH3,22,195.2,clear,medium,411,518
TRIP-00570,2024-08-09,TRK-001,DRV-004,WH1,6,37.8,clear,high,95,156
TRIP-00571,2024-08-28,TRK-005,DRV-009,WH1,19,244.6,clear,low,438,455
TRIP-00572,2024-07-23,TRK-015,DRV-024,WH3,9,87.7,clear,low,177,188
TRIP-00573,2024-10-28,TRK-012,DRV-024,WH3,25,181.6,clear,low,423,404
TRIP-00574,2024-07-22,TRK-007,DRV-013,WH2,23,306.9,rain,low,542,673
TRIP-00575,2024-11-25,TRK-012,DRV-023,WH3,13,100.7,rain,medium,227,334
TRIP-00576,2024-08-12,TRK-012,DRV-024,WH3,8,66.7,clear,medium,145,180
TRIP-00577,2024-07-23,TRK-006,DRV-013,WH2,18,127.5,clear,medium,301,378
TRIP-00578,2024-07-20,TRK-015,DRV-024,WH3,17,183.8,clear,low,354,349
TRIP-00579,2024-08-30,TRK-008,DRV-012,WH2,20,171.5,clear,low,367,373
TRIP-00580,2024-08-04,TRK-004,DRV-002,WH1,11,119.5,clear,medium,229,302
TRIP-00581,2024-07-28,TRK-010,DRV-017,WH2,23,324.5,clear,medium,561,701
TRIP-00582,2024-12-06,TRK-010,DRV-014,WH2,20,202.9,clear,low,401,392
TRIP-00583,2024-09-30,TRK-009,DRV-012,WH2,15,203.1,rain,medium,357,510
TRIP-00584,2024-11-03,TRK-015,DRV-024,WH3,8,46.1,clear,low,122,115
TRIP-00585,2024-12-19,TRK-015,DRV-020,WH3,8,66.5,clear,low,145,155
TRIP-00586,2024-12-14,TRK-013,DRV-018,WH3,22,226.4,snow,medium,445,876
TRIP-00587,2024-10-29,TRK-005,DRV-007,WH1,20,134.6,clear,high,327,558
TRIP-00588,2024-09-12,TRK-010,DRV-014,WH2,19,269.3,snow,medium,465,850
TRIP-00589,2024-12-13,TRK-012,DRV-022,WH3,10,115.2,fog,high,216,403
TRIP-00590,2024-12-13,TRK-008,DRV-011,WH2,5,55.7,clear,medium,106,125
TRIP-00591,2024-07-25,TRK-002,DRV-001,WH1,5,52.5,rain,medium,102,139
TRIP-00592,2024-12-24,TRK-006,DRV-016,WH2,5,30.6,clear,medium,78,100
TRIP-00593,2024-10-15,TRK-009,DRV-011,WH2,25,187.1,clear,low,429,450
TRIP-00594,2024-12-30,TRK-011,DRV-024,WH3,18,210.8,clear,low,392,392
TRIP-00595,2024-12-06,TRK-015,DRV-018,WH3,16,114.2,clear,low,269,255
TRIP-00596,2024-07-23,TRK-012,DRV-020,WH3,12,155.0,clear,low,277,307
TRIP-00597,2024-11-07,TRK-006,DRV-016,WH2,9,77.2,clear,low,165,154
TRIP-00598,2024-11-19,TRK-003,DRV-004,WH1,13,166.2,fog,high,298,543
