date,vehicle_id,odometer_km,engine_temp_avg_c,engine_temp_max_c,oil_pressure_psi,battery_voltage,brake_pad_wear_pct,tire_pressure_avg_psi,fuel_consumed_liters,idle_time_minutes
2024-01-16,TRK-005,117778.2,91.4,104.2,41.1,14.08,34.8,33.6,10.0,14
2024-01-17,TRK-005,117894.3,90.0,106.2,39.8,14.02,35.1,34.8,9.57,53
2024-01-18,TRK-005,118025.2,91.0,106.2,40.8,13.95,35.4,36.9,11.1,66
2024-01-19,TRK-005,118170.1,92.5,106.3,38.8,13.84,35.8,36.6,12.41,59
2024-01-20,TRK-005,118282.5,89.9,101.9,42.9,13.97,36.0,35.2,9.23,28
2024-01-21,TRK-005,118282.5,89.8,102.7,38.5,13.88,36.0,35.4,0.0,36
2024-01-22,TRK-005,118429.6,91.7,105.3,41.3,13.9,36.4,35.0,12.47,21
2024-01-23,TRK-005,118562.9,91.1,104.2,41.0,13.96,36.7,35.0,11.09,64
2024-01-24,TRK-005,118675.9,92.2,106.9,39.7,13.93,37.0,33.8,9.48,53
2024-01-25,TRK-005,118789.0,90.6,103.8,40.7,13.76,37.2,36.1,9.89,28
2024-01-26,TRK-005,118974.3,92.1,104.4,37.0,13.94,37.7,33.6,15.23,30
2024-01-27,TRK-005,119028.3,88.8,101.1,41.8,13.94,37.8,35.8,5.49,30
2024-01-28,TRK-005,119110.2,93.0,109.5,39.0,13.85,38.0,34.8,6.8,26
2024-01-29,TRK-005,119264.8,89.6,103.8,38.1,14.01,38.4,35.0,12.85,38
2024-01-30,TRK-005,119364.2,89.8,102.7,39.9,13.87,38.6,37.5,8.64,47
2024-01-31,TRK-005,119511.6,90.8,104.2,38.7,14.06,39.0,33.5,12.59,64
2024-02-01,TRK-005,119633.1,90.3,102.7,41.0,13.88,39.2,34.4,10.09,46
2024-02-02,TRK-005,119776.5,87.7,101.7,39.2,14.26,39.6,34.1,11.99,45
2024-02-03,TRK-005,119880.2,92.2,105.1,42.9,13.87,39.8,36.4,8.53,43
2024-02-04,TRK-005,119926.1,92.3,105.7,41.2,13.9,39.9,34.2,3.97,13
2024-02-05,TRK-005,120090.9,88.0,101.9,41.1,14.01,40.3,37.2,13.89,43
2024-02-06,TRK-005,120301.9,90.5,102.5,40.2,14.05,40.8,35.8,17.35,17
2024-02-07,TRK-005,120432.6,90.0,102.8,40.7,13.84,41.2,33.9,11.51,34
2024-02-08,TRK-005,120582.9,90.1,104.5,41.5,14.31,41.5,35.1,12.56,47
2024-02-09,TRK-005,120730.2,89.2,102.5,41.6,13.92,41.9,35.3,12.22,62
2024-02-10,TRK-005,120818.7,90.8,106.5,37.6,13.81,42.1,33.9,7.26,27
2024-02-11,TRK-005,120838.6,92.3,105.2,41.3,13.93,42.1,35.1,2.03,56
2024-02-12,TRK-005,120958.1,90.0,103.0,42.6,13.95,42.4,35.4,10.04,37
2024-02-13,TRK-005,121089.3,89.6,104.9,40.8,13.93,42.7,36.1,10.77,28
2024-02-14,TRK-005,121218.5,88.1,100.1,39.5,13.87,43.0,34.3,10.77,39
2024-02-15,TRK-005,121404.7,92.4,105.7,40.1,13.85,43.5,35.5,15.36,24
2024-02-16,TRK-005,121545.4,91.6,105.5,42.0,14.03,43.8,35.5,11.96,17
2024-02-17,TRK-005,121615.2,90.5,104.2,39.4,13.69,44.0,34.0,6.51,22
2024-02-18,TRK-005,121668.0,91.9,104.4,40.9,13.77,44.1,35.6,5.26,44
2024-02-19,TRK-005,121752.8,89.9,103.2,40.0,13.7,44.3,35.5,7.36,71
2024-02-20,TRK-005,121879.9,91.1,107.4,38.8,13.81,44.6,35.4,10.81,56
2024-02-21,TRK-005,122021.2,90.1,104.3,39.4,13.99,44.9,34.8,12.14,23
2024-02-22,TRK-005,122131.2,90.2,103.2,40.1,13.94,45.2,35.0,9.8,30
2024-02-23,TRK-005,122270.9,92.1,107.0,40.7,13.81,45.5,34.5,11.52,37
2024-02-24,TRK-005,122298.3,92.0,105.6,39.7,13.75,45.6,34.3,2.26,53
2024-02-25,TRK-005,122364.5,89.9,102.1,38.1,13.89,45.8,35.3,5.52,29
2024-02-26,TRK-005,122489.3,91.1,104.1,39.4,13.84,46.0,36.2,10.56,55
2024-02-27,TRK-005,122624.7,93.6,106.0,41.1,13.8,46.4,33.3,11.34,51
2024-02-28,TRK-005,122762.7,88.8,102.1,40.5,13.87,46.7,35.3,11.55,54
2024-02-29,TRK-005,122875.5,91.7,106.4,40.8,13.86,47.0,37.3,9.34,27
2024-03-01,TRK-005,123057.8,91.2,105.0,38.9,13.95,47.4,35.5,14.99,52
2024-03-02,TRK-005,123121.8,92.2,104.5,40.8,13.88,47.6,35.3,5.43,56
2024-03-03,TRK-005,123121.8,89.5,103.3,39.6,14.02,47.6,35.8,0.0,0
2024-03-04,TRK-005,123270.7,89.8,105.4,40.8,14.03,47.9,35.2,12.99,29
2024-03-05,TRK-005,123431.4,90.4,104.8,40.0,13.94,48.3,37.9,13.45,25
2024-03-06,TRK-005,123605.2,93.4,107.3,40.0,14.0,48.7,35.2,14.26,31
2024-03-07,TRK-005,123751.5,90.4,104.4,39.4,13.92,49.1,35.6,12.09,56
2024-03-08,TRK-005,123865.8,92.0,107.3,42.9,14.02,49.3,35.6,9.6,32
2024-03-09,TRK-005,123944.5,90.8,103.4,42.9,13.83,49.5,36.3,6.71,49
2024-03-10,TRK-005,124017.4,90.6,102.7,41.0,13.85,49.7,35.0,6.26,22
2024-03-11,TRK-005,124017.4,90.9,103.1,40.3,13.73,49.7,36.2,0.0,3
2024-03-12,TRK-005,124149.3,91.1,106.6,40.7,13.99,50.0,34.0,10.92,48
2024-03-13,TRK-005,124268.2,89.7,104.5,37.5,13.94,50.3,35.1,9.93,31
2024-03-14,TRK-005,124362.8,90.9,104.1,38.7,13.69,50.5,35.5,7.97,20
2024-03-15,TRK-005,124537.5,91.4,105.6,40.8,14.0,50.9,36.5,14.5,51
2024-03-16,TRK-005,124589.1,88.4,100.4,40.0,13.76,51.0,35.1,4.75,45
2024-03-17,TRK-005,124668.9,92.3,105.7,38.4,14.02,51.2,36.9,6.86,40
2024-03-18,TRK-005,124794.7,90.5,105.5,39.2,13.7,51.5,34.5,10.75,27
2024-03-19,TRK-005,124921.6,90.8,104.0,37.3,13.86,51.8,34.4,10.64,26
2024-03-20,TRK-005,125014.9,90.3,102.4,38.7,13.87,52.1,34.2,7.78,58
2024-03-21,TRK-005,125089.6,88.5,102.9,40.0,13.79,52.2,32.3,6.41,45
2024-03-22,TRK-005,125224.7,88.9,101.5,40.2,13.84,52.6,34.1,11.2,52
2024-03-23,TRK-005,125294.8,89.7,102.3,40.1,13.99,52.7,36.2,6.1,39
2024-03-24,TRK-005,125404.6,91.7,104.8,41.0,13.99,53.0,34.0,9.55,31
2024-03-25,TRK-005,125532.0,89.2,101.4,38.4,13.81,53.3,37.2,10.59,21
2024-03-26,TRK-005,125678.3,87.5,100.6,41.1,13.99,53.6,36.3,12.32,35
2024-03-27,TRK-005,125816.0,87.7,99.7,38.9,13.69,54.0,36.0,12.18,43
2024-03-28,TRK-005,125953.7,86.4,100.8,39.2,13.94,54.3,34.5,11.79,15
2024-03-29,TRK-005,126079.8,87.3,102.4,38.1,13.97,54.6,35.3,10.87,35
2024-03-30,TRK-005,126153.2,92.1,106.3,41.2,13.93,54.8,35.3,6.18,60
2024-03-31,TRK-005,126235.0,89.7,104.5,42.4,14.09,55.0,35.0,7.42,39
2024-04-01,TRK-005,126383.9,90.9,103.8,37.6,13.73,55.3,35.0,12.3,57
2024-04-02,TRK-005,126490.2,91.9,105.9,40.9,14.08,55.6,35.8,8.98,49
2024-04-03,TRK-005,126595.4,93.6,106.3,41.2,14.07,55.8,35.2,8.99,56
2024-04-04,TRK-005,126702.0,88.2,102.2,38.6,13.81,56.1,35.5,9.33,43
2024-04-05,TRK-005,126842.6,89.6,103.2,39.0,13.83,56.4,34.0,11.73,54
2024-04-06,TRK-005,126937.8,91.9,105.1,39.9,13.72,56.6,36.1,7.98,70
2024-04-07,TRK-005,127028.1,89.3,101.5,39.3,14.06,56.9,35.0,7.81,44
2024-04-08,TRK-005,127181.8,91.9,107.2,40.9,14.03,57.2,34.9,12.63,24
2024-04-09,TRK-005,127279.6,89.8,106.0,40.0,14.0,57.5,35.7,8.29,41
2024-04-10,TRK-005,127399.5,90.5,104.0,39.3,13.91,57.7,35.0,10.5,17
2024-04-11,TRK-005,127526.7,91.7,104.7,40.8,13.94,58.0,34.6,11.23,40
2024-04-12,TRK-005,127626.7,90.7,103.7,40.3,13.66,58.3,34.9,8.26,29
2024-04-13,TRK-005,127626.7,91.5,105.9,38.0,13.89,58.3,34.3,0.0,32
2024-04-14,TRK-005,127626.7,89.5,102.9,41.4,13.62,58.3,34.5,0.0,2
2024-04-15,TRK-005,127759.9,88.8,104.1,40.3,13.98,58.6,34.6,11.39,39
2024-04-16,TRK-005,127888.5,87.8,99.8,43.3,13.84,58.9,35.7,10.86,25
2024-04-17,TRK-005,128019.0,89.4,102.4,40.0,14.14,59.2,34.2,10.99,36
2024-04-18,TRK-005,128156.8,90.8,104.2,40.3,14.1,59.5,35.0,12.11,56
2024-04-19,TRK-005,128271.7,91.2,103.5,42.3,13.95,59.8,37.0,9.71,5
2024-04-20,TRK-005,128336.7,91.3,103.4,42.0,13.91,60.0,35.1,6.03,33
2024-04-21,TRK-005,128437.7,90.5,104.1,36.7,14.04,60.2,34.8,8.42,41
2024-04-22,TRK-005,128535.9,89.9,104.7,40.0,13.91,60.4,36.2,8.39,40
2024-04-23,TRK-005,128707.2,92.3,104.5,40.1,13.93,60.9,35.0,14.08,24
2024-04-24,TRK-005,128836.3,90.2,103.1,36.6,13.9,61.2,35.3,11.04,26
2024-04-25,TRK-005,128906.1,92.0,105.2,38.0,14.0,61.3,34.4,5.9,30
2024-04-26,TRK-005,129028.9,90.5,104.8,40.5,13.97,61.6,36.1,10.07,23
2024-04-27,TRK-005,129028.9,89.5,102.5,39.6,13.59,61.6,34.3,0.0,5
2024-04-28,TRK-005,129079.3,92.7,108.2,38.6,14.07,61.7,36.5,4.17,32
2024-04-29,TRK-005,129204.5,91.0,104.6,42.9,13.84,62.0,36.8,10.41,46
2024-04-30,TRK-005,129389.4,89.6,101.7,37.0,13.65,62.5,36.2,15.22,13
2024-05-01,TRK-005,129490.0,92.7,105.5,40.4,13.72,62.7,34.6,8.37,40
2024-05-02,TRK-005,129533.9,89.8,103.0,38.6,13.94,62.8,38.0,4.7,46
2024-05-03,TRK-005,129533.9,92.2,107.5,41.3,13.92,62.8,34.1,0.0,16
2024-05-04,TRK-005,129533.9,88.3,101.5,41.0,14.09,62.8,35.0,0.0,11
2024-05-05,TRK-005,129615.4,91.9,104.3,38.8,14.01,63.0,35.5,6.9,35
2024-05-06,TRK-005,129748.2,90.1,102.5,41.1,13.94,63.3,34.7,11.41,30
2024-05-07,TRK-005,129891.2,91.2,105.5,37.3,13.94,63.7,33.8,12.18,27
2024-05-08,TRK-005,130008.5,91.6,103.8,40.4,13.85,64.0,35.2,9.7,35
2024-05-09,TRK-005,130122.6,94.4,106.9,38.1,13.94,64.2,36.9,10.09,28
2024-05-10,TRK-005,130213.8,88.9,101.7,39.4,13.89,64.4,35.8,7.64,36
2024-05-11,TRK-005,130266.4,90.0,105.1,41.7,13.81,64.6,35.6,4.7,35
2024-05-12,TRK-005,130355.9,93.0,108.1,41.4,13.96,64.8,36.0,7.54,25
2024-05-13,TRK-005,130355.9,89.8,102.7,41.8,13.97,64.8,35.8,0.0,18
2024-05-14,TRK-005,130517.1,89.4,101.5,40.0,13.81,65.2,34.7,13.53,25
2024-05-15,TRK-005,130606.2,91.7,105.0,40.6,13.86,65.4,32.9,7.49,42
2024-05-16,TRK-005,130606.2,94.1,107.6,38.4,14.03,65.4,34.4,0.0,0
2024-05-17,TRK-005,130692.0,90.3,102.9,38.4,14.02,65.6,35.5,7.3,17
2024-05-18,TRK-005,130692.0,94.2,107.2,39.1,13.85,65.6,35.5,0.0,15
2024-05-19,TRK-005,130734.1,90.3,104.3,38.5,13.99,65.7,34.6,3.94,48
2024-05-20,TRK-005,130859.2,90.2,103.3,37.7,13.85,66.0,34.9,10.53,51
2024-05-21,TRK-005,130979.4,88.0,101.2,38.0,13.74,66.3,35.4,10.21,37
2024-05-22,TRK-005,131155.2,91.4,104.2,41.4,13.63,66.7,34.3,14.5,31
2024-05-23,TRK-005,131266.1,90.5,103.3,41.2,13.79,66.9,33.7,9.11,14
2024-05-24,TRK-005,131416.5,89.6,104.1,42.8,13.87,67.3,35.1,12.44,10
2024-05-25,TRK-005,131467.0,92.6,105.3,40.3,13.92,67.4,34.1,4.42,42
2024-05-26,TRK-005,131470.0,91.2,103.3,39.6,13.83,67.4,35.7,0.77,11
2024-05-27,TRK-005,131560.6,90.4,104.6,39.9,13.87,67.6,34.5,7.67,49
2024-05-28,TRK-005,131739.7,91.8,104.4,41.5,13.83,68.1,36.0,14.72,61
2024-05-29,TRK-005,131882.4,92.5,106.0,40.5,13.9,68.4,35.3,12.26,17
2024-05-30,TRK-005,131964.1,89.2,102.1,41.9,13.67,68.6,33.6,6.77,60
2024-05-31,TRK-005,132113.3,90.2,102.5,38.7,14.04,69.0,35.0,12.47,8
2024-06-01,TRK-005,132173.5,92.4,105.2,38.2,13.87,69.1,35.1,4.97,35
2024-06-02,TRK-005,132247.6,88.4,102.9,39.4,13.74,69.3,34.8,6.26,28
2024-06-03,TRK-005,132369.0,93.4,106.1,41.4,13.88,69.6,35.6,9.97,33
2024-06-04,TRK-005,132531.7,91.7,105.6,41.1,14.03,70.0,35.4,13.62,4
2024-06-05,TRK-005,132647.0,91.6,104.2,40.6,13.88,70.2,33.9,9.67,48
2024-06-06,TRK-005,132774.5,92.4,105.7,39.3,13.99,70.5,35.0,10.82,24
2024-06-07,TRK-005,132919.0,91.2,104.6,41.9,13.87,70.9,35.4,12.78,40
2024-06-08,TRK-005,133008.9,89.7,103.3,39.7,13.98,71.1,35.9,7.6,66
2024-06-09,TRK-005,133058.6,90.5,103.2,40.4,14.01,71.2,35.3,4.3,50
2024-06-10,TRK-005,133204.8,91.2,103.4,37.2,13.71,71.6,34.3,12.29,47
2024-06-11,TRK-005,133350.7,91.1,103.8,37.6,14.07,71.9,35.1,12.11,10
2024-06-12,TRK-005,133416.3,89.1,101.5,38.9,13.74,72.1,34.1,5.64,9
2024-06-13,TRK-005,133545.7,89.5,102.7,41.8,13.73,72.4,34.7,11.08,34
2024-06-14,TRK-005,133625.8,90.9,103.6,39.5,13.8,72.6,35.2,6.66,41
2024-06-15,TRK-005,133710.6,92.9,105.4,38.2,13.84,72.8,36.6,8.08,35
2024-06-16,TRK-005,133716.2,90.8,103.5,40.5,13.94,72.8,34.7,0.57,48
2024-06-17,TRK-005,133815.9,92.4,106.6,39.6,13.84,73.0,34.2,8.76,55
2024-06-18,TRK-005,133937.1,92.1,105.1,39.1,13.79,73.3,36.5,10.21,54
2024-06-19,TRK-005,134078.0,91.7,104.2,38.9,14.12,73.6,35.0,11.81,25
2024-06-20,TRK-005,134197.1,91.4,104.0,41.9,13.76,73.9,35.7,10.04,25
2024-06-21,TRK-005,134362.7,88.9,104.5,38.7,13.81,74.3,36.5,13.87,49
2024-06-22,TRK-005,134458.5,90.5,105.6,40.8,13.68,74.5,35.4,8.13,51
2024-06-23,TRK-005,134530.4,89.7,101.9,38.2,14.04,74.7,34.5,6.01,30
2024-06-24,TRK-005,134682.4,91.5,103.7,39.4,13.93,75.1,36.6,12.74,47
2024-06-25,TRK-005,134818.2,88.6,101.7,38.6,14.04,75.4,35.3,11.48,31
2024-06-26,TRK-005,134967.0,88.0,101.0,39.7,13.9,75.8,34.7,12.48,42
2024-06-27,TRK-005,135085.3,90.2,103.6,39.1,14.14,76.0,34.6,10.0,53
2024-06-28,TRK-005,135197.2,90.3,104.4,39.9,13.98,76.3,35.6,9.53,38
2024-06-29,TRK-005,135258.4,88.9,103.1,41.5,13.97,76.5,36.0,5.19,25
2024-06-30,TRK-005,135258.4,90.1,103.2,39.4,14.04,76.5,34.9,0.0,7
2024-07-01,TRK-005,135379.3,90.9,106.9,39.6,14.0,76.7,34.4,10.1,52
2024-07-02,TRK-005,135525.2,92.8,106.7,39.1,13.85,77.1,34.8,11.98,68
2024-07-03,TRK-005,135600.0,90.4,102.7,41.1,13.86,77.3,33.7,6.48,45
2024-07-04,TRK-005,135753.8,91.8,106.8,38.6,13.8,77.6,35.7,13.04,48
2024-07-05,TRK-005,135852.4,87.6,100.8,40.4,13.89,77.9,34.4,8.42,7
2024-07-06,TRK-005,135959.2,90.5,103.6,39.8,14.09,78.1,35.4,9.12,25
2024-07-07,TRK-005,136033.0,89.8,102.3,39.8,13.76,78.3,34.3,6.43,31
2024-07-08,TRK-005,136126.9,88.7,103.2,40.3,14.02,78.5,35.8,8.39,51
2024-07-09,TRK-005,136253.5,91.6,103.6,41.6,13.83,78.8,34.7,10.74,51
2024-07-10,TRK-005,136351.3,90.6,103.4,37.4,14.06,79.1,35.9,8.12,39
2024-07-11,TRK-005,136509.5,88.3,101.1,40.5,13.9,79.4,35.5,13.29,40
2024-07-12,TRK-005,136606.1,91.9,106.5,41.8,13.7,79.7,33.7,8.23,50
2024-07-13,TRK-005,136606.1,92.8,106.9,37.5,14.08,79.7,34.8,0.0,3
2024-07-14,TRK-005,136697.4,89.2,101.7,39.1,13.8,79.9,33.8,7.97,36
2024-07-15,TRK-005,136809.5,91.0,105.1,39.4,13.93,80.1,35.6,9.21,0
2024-07-16,TRK-005,136947.8,92.7,107.1,39.3,13.78,80.5,35.3,11.45,26
2024-07-17,TRK-005,137107.1,90.8,104.4,37.1,13.68,80.9,35.1,13.7,44
2024-07-18,TRK-005,137180.7,93.0,105.2,40.1,14.1,81.0,33.8,6.44,28
2024-07-19,TRK-005,137367.2,90.9,105.6,41.1,13.91,81.5,34.1,15.53,59
2024-07-20,TRK-005,137443.7,93.2,109.3,38.5,13.91,81.7,36.0,6.65,37
2024-07-21,TRK-005,137500.6,92.6,106.7,38.7,14.08,81.8,34.4,4.75,31
2024-07-22,TRK-005,137623.5,91.1,105.6,39.4,13.93,82.1,35.1,10.19,40
2024-07-23,TRK-005,137694.2,89.9,103.6,39.8,14.12,82.3,35.9,6.77,38
2024-07-24,TRK-005,137808.6,93.9,108.0,41.3,13.88,82.5,35.0,10.28,36
2024-07-25,TRK-005,137940.0,89.3,103.5,40.3,13.92,82.8,35.6,10.89,26
2024-07-26,TRK-005,138074.7,91.6,103.6,40.7,14.05,83.2,33.9,11.38,32
2024-07-27,TRK-005,138157.5,89.4,102.9,39.1,14.13,83.4,34.6,7.25,23
2024-07-28,TRK-005,138157.5,91.6,105.7,40.6,13.97,83.4,34.2,0.0,17
2024-07-29,TRK-005,138270.1,89.8,102.1,41.4,13.83,83.6,35.3,9.66,52
2024-07-30,TRK-005,138369.8,90.9,103.7,37.8,14.04,83.9,36.0,8.49,39
2024-07-31,TRK-005,138453.3,93.4,105.4,40.4,14.06,84.1,35.8,7.36,30
2024-08-01,TRK-005,138551.2,94.0,106.6,40.5,13.9,84.3,34.5,8.19,41
2024-08-02,TRK-005,138700.9,92.4,108.5,40.3,13.68,84.6,34.7,12.42,43
2024-08-03,TRK-005,138768.5,93.0,105.1,41.2,13.85,84.8,33.5,5.99,38
2024-08-04,TRK-005,138803.9,89.4,102.6,40.4,14.05,84.9,35.4,3.09,39
2024-08-05,TRK-005,138925.7,91.7,105.2,38.2,13.91,85.2,37.0,10.02,42
2024-08-06,TRK-005,139083.3,90.5,103.7,39.7,13.72,85.6,35.9,13.14,27
2024-08-07,TRK-005,139217.6,89.9,105.6,39.5,13.76,85.9,35.7,11.42,54
2024-08-08,TRK-005,139278.6,89.5,103.0,39.1,14.0,86.0,35.8,5.4,32
2024-08-09,TRK-005,139400.7,90.9,103.2,37.5,13.76,86.3,36.2,10.13,63
2024-08-10,TRK-005,139400.7,91.2,104.4,39.5,13.9,86.3,33.6,0.0,9
2024-08-11,TRK-005,139466.5,92.4,108.8,40.3,13.87,86.5,35.1,5.87,20
2024-08-12,TRK-005,139606.2,89.7,102.5,39.8,13.82,86.8,34.3,11.73,48
2024-08-13,TRK-005,139748.7,88.2,100.9,39.1,13.72,87.1,35.7,11.9,55
2024-08-14,TRK-005,139897.0,91.6,106.4,41.6,13.95,87.5,35.4,12.6,26
2024-08-15,TRK-005,140040.3,91.7,104.3,39.5,14.06,87.8,35.5,12.12,44
2024-08-16,TRK-005,140164.9,91.2,104.9,41.6,13.96,88.1,35.2,10.49,43
2024-08-17,TRK-005,140234.3,91.5,104.4,39.3,14.05,88.3,33.6,5.86,54
2024-08-18,TRK-005,140298.7,90.7,103.3,38.5,13.9,88.5,34.5,5.41,35
2024-08-19,TRK-005,140412.2,88.1,101.6,40.1,13.98,88.7,36.3,9.63,42
2024-08-20,TRK-005,140554.7,90.2,103.1,40.9,13.91,89.1,34.9,11.74,52
2024-08-21,TRK-005,140689.6,91.5,105.2,39.7,13.9,89.4,33.0,11.27,44
2024-08-22,TRK-005,140796.0,87.9,101.0,40.5,13.71,89.6,34.3,9.01,29
2024-08-23,TRK-005,140910.8,90.7,105.0,41.5,13.78,89.9,36.6,9.79,31
2024-08-24,TRK-005,141015.4,89.5,101.8,39.1,13.67,90.2,37.8,8.99,21
2024-08-25,TRK-005,141058.0,91.1,103.2,36.6,13.86,90.3,35.7,3.63,38
2024-08-26,TRK-005,141198.1,91.8,106.2,37.3,13.91,90.6,37.2,11.52,65
2024-08-27,TRK-005,141323.0,93.0,105.9,39.6,13.92,90.9,35.2,10.76,27
2024-08-28,TRK-005,141450.8,90.3,102.3,40.7,13.88,91.2,36.7,10.75,27
2024-08-29,TRK-005,141628.9,89.9,103.1,39.4,13.8,91.6,34.9,14.84,61
2024-08-30,TRK-005,141763.0,91.9,104.4,40.3,13.87,91.9,36.2,11.42,33
2024-08-31,TRK-005,141842.7,89.4,104.0,39.1,13.75,92.1,35.2,6.65,0
2024-09-01,TRK-005,141943.3,92.5,106.1,40.8,13.86,92.4,36.2,8.33,41
2024-09-02,TRK-005,142110.0,89.0,103.0,40.9,13.95,92.8,34.8,13.75,27
2024-09-03,TRK-005,142110.0,90.9,105.2,41.0,13.81,92.8,34.2,0.0,0
2024-09-04,TRK-005,142238.6,90.6,103.3,42.0,13.85,93.1,34.3,10.71,30
2024-09-05,TRK-005,142345.1,90.5,102.8,38.2,13.87,93.3,35.6,9.26,22
2024-09-06,TRK-005,142444.2,91.3,105.5,40.7,13.91,93.6,33.9,8.76,27
2024-09-07,TRK-005,142485.7,92.8,104.8,39.7,13.74,93.7,34.0,3.57,20
2024-09-08,TRK-005,142531.1,90.1,103.4,39.6,13.98,93.8,35.2,3.96,37
2024-09-09,TRK-005,142630.1,90.5,106.2,39.3,13.75,94.0,34.6,8.88,25
2024-09-10,TRK-005,142756.2,92.7,105.2,38.6,13.98,94.3,34.3,10.4,41
2024-09-11,TRK-005,142871.6,90.1,105.0,37.4,13.96,94.6,36.0,9.58,27
2024-09-12,TRK-005,143006.1,89.0,103.5,38.9,13.65,94.9,34.2,11.03,71
2024-09-13,TRK-005,143070.0,92.0,105.1,38.8,13.64,95.0,34.3,5.72,41
2024-09-14,TRK-005,143070.0,92.0,105.8,39.8,13.94,95.0,35.0,0.0,0
2024-09-15,TRK-005,143179.7,88.6,103.9,40.9,13.72,95.3,35.5,9.08,34
2024-09-16,TRK-005,143306.4,92.2,106.0,38.8,13.94,95.6,34.2,10.52,34
2024-09-17,TRK-005,143413.8,94.2,107.4,38.2,13.92,95.9,35.5,8.82,35
2024-09-18,TRK-005,143557.8,92.2,104.5,39.3,13.94,96.2,33.8,11.97,6
2024-09-19,TRK-005,143693.3,93.7,108.1,38.9,13.99,96.5,35.3,11.33,24
2024-09-20,TRK-005,143819.5,91.4,106.9,40.9,13.76,96.8,35.4,10.69,33
2024-09-21,TRK-005,143819.5,93.3,107.6,39.0,13.97,96.8,34.9,0.0,16
2024-09-22,TRK-005,143924.6,88.5,102.8,39.0,13.84,97.1,35.0,9.14,38
2024-09-23,TRK-005,144019.1,90.1,105.3,40.6,13.67,97.3,34.9,8.2,39
2024-09-24,TRK-005,144150.3,91.7,104.5,39.6,13.86,97.6,36.1,11.43,26
2024-09-25,TRK-005,144265.0,89.3,102.6,39.2,13.87,97.9,36.1,9.51,38
2024-09-26,TRK-005,144375.5,88.7,100.8,40.7,13.89,98.2,34.5,9.69,14
2024-09-27,TRK-005,144547.6,92.9,106.1,40.9,13.99,98.6,33.8,14.25,46
2024-09-28,TRK-005,144616.4,89.0,102.1,37.1,14.0,98.7,35.4,5.99,25
2024-09-29,TRK-005,144661.0,90.1,104.4,39.9,14.01,98.8,35.2,3.92,22
2024-09-30,TRK-005,144786.3,91.2,103.3,39.4,13.95,99.1,34.3,10.46,34
2024-10-01,TRK-005,144935.5,91.2,108.0,42.7,13.92,99.5,34.5,12.39,52
2024-10-02,TRK-005,145044.2,91.8,105.3,38.0,13.97,99.8,36.6,9.39,33
2024-10-03,TRK-005,145183.0,91.4,105.7,40.2,13.98,2.0,34.1,11.56,36
2024-10-04,TRK-005,145288.4,92.6,107.9,41.3,13.79,2.2,35.3,8.81,58
2024-10-05,TRK-005,145373.8,93.4,107.2,41.1,13.92,2.4,34.9,8.06,41
2024-10-06,TRK-005,145447.7,91.3,104.6,40.0,13.78,2.6,35.6,6.56,17
2024-10-07,TRK-005,145650.5,90.9,103.7,40.9,13.99,3.1,34.4,16.65,12
2024-10-08,TRK-005,145758.6,91.1,105.0,36.4,13.92,3.3,32.8,9.07,34
2024-10-09,TRK-005,145898.4,91.3,105.2,41.0,13.91,3.7,35.0,11.55,38
2024-10-10,TRK-005,146064.2,89.1,101.6,38.7,13.67,4.1,36.4,13.76,37
2024-10-11,TRK-005,146190.7,92.6,105.9,37.9,13.93,4.4,34.4,10.67,36
2024-10-12,TRK-005,146242.8,89.6,103.7,41.7,13.73,4.5,33.1,4.89,43
2024-10-13,TRK-005,146242.8,90.5,104.4,38.6,13.99,4.5,35.8,0.0,11
2024-10-14,TRK-005,146361.6,92.4,106.0,37.4,13.7,4.8,34.6,9.95,35
2024-10-15,TRK-005,146476.7,92.3,106.7,40.0,13.8,5.0,35.0,9.78,15
2024-10-16,TRK-005,146652.3,89.4,104.2,39.2,13.75,5.5,33.8,14.46,40
2024-10-17,TRK-005,146788.5,93.7,106.6,41.9,14.0,5.8,35.8,11.46,42
2024-10-18,TRK-005,146864.5,89.1,102.6,40.8,14.01,6.0,33.6,6.26,49
2024-10-19,TRK-005,146916.2,89.1,102.8,35.4,14.14,6.1,34.2,4.61,40
2024-10-20,TRK-005,146948.3,93.9,105.9,40.0,13.96,6.2,34.9,2.69,52
2024-10-21,TRK-005,147127.5,90.9,105.3,39.7,13.88,6.6,33.9,14.91,24
2024-10-22,TRK-005,147291.5,89.6,101.7,39.8,13.81,7.0,35.4,13.5,55
2024-10-23,TRK-005,147424.5,88.8,102.5,39.2,13.83,7.3,35.7,11.57,37
2024-10-24,TRK-005,147556.1,90.3,103.2,41.7,13.95,7.6,34.4,10.9,10
2024-10-25,TRK-005,147727.4,90.1,103.4,38.2,13.98,8.0,35.1,14.35,34
2024-10-26,TRK-005,147819.8,93.6,106.5,39.5,13.88,8.2,34.4,8.2,49
2024-10-27,TRK-005,147906.0,92.0,104.9,37.0,13.93,8.5,34.5,7.41,30
2024-10-28,TRK-005,148061.4,93.1,106.7,38.3,13.88,8.8,35.0,13.38,14
2024-10-29,TRK-005,148179.7,89.3,103.1,38.5,13.81,9.1,35.1,10.48,36
2024-10-30,TRK-005,148274.9,91.4,104.8,39.3,13.67,9.3,34.0,8.58,43
