trip_id,driver_id,vehicle_id,date,distance_km,fuel_used_liters,harsh_braking_events,harsh_acceleration_events,avg_speed_kmph,idle_time_minutes
TRIP-00308,DRV-008,TRK-003,2024-12-14,59.4,6.89,4,0,60.0,39
TRIP-00309,DRV-023,TRK-013,2024-05-28,18.0,1.17,0,1,69.8,21
TRIP-00310,DRV-007,TRK-005,2024-05-31,147.0,11.1,4,6,68.5,30
TRIP-00311,DRV-006,TRK-002,2024-01-18,57.8,4.29,0,1,62.3,28
TRIP-00312,DRV-006,TRK-003,2024-02-10,100.3,11.11,3,0,67.6,24
TRIP-00313,DRV-019,TRK-015,2024-07-10,94.3,12.4,4,3,75.1,16
TRIP-00314,DRV-012,TRK-006,2024-04-17,130.2,15.11,3,3,71.9,21
TRIP-00315,DRV-023,TRK-012,2024-02-12,99.3,9.62,0,0,51.5,26
TRIP-00316,DRV-007,TRK-005,2024-10-06,29.1,2.12,2,0,67.8,29
TRIP-00317,DRV-025,TRK-012,2024-11-25,122.1,13.73,5,1,54.6,18
TRIP-00318,DRV-014,TRK-007,2024-09-12,116.5,8.5,5,6,52.4,27
TRIP-00319,DRV-024,TRK-014,2024-02-10,88.1,7.47,3,2,54.9,38
TRIP-00320,DRV-009,TRK-002,2024-11-20,177.6,15.02,5,5,66.3,35
TRIP-00321,DRV-018,TRK-014,2024-02-14,209.0,16.18,3,2,63.0,24
TRIP-00322,DRV-017,TRK-006,2024-12-23,224.0,24.57,10,3,66.7,22
TRIP-00323,DRV-011,TRK-010,2024-09-06,268.6,19.0,4,2,62.3,22
TRIP-00324,DRV-015,TRK-010,2024-09-20,121.2,7.3,0,2,61.4,21
TRIP-00325,DRV-022,TRK-014,2024-10-25,116.2,10.22,4,6,53.3,43
TRIP-00326,DRV-006,TRK-003,2024-06-20,22.4,2.14,0,1,60.0,20
TRIP-00327,DRV-019,TRK-014,2024-11-14,70.7,5.97,5,0,52.3,28
TRIP-00328,DRV-007,TRK-003,2024-12-16,203.7,23.0,6,7,55.7,42
TRIP-00329,DRV-010,TRK-007,2024-10-18,76.2,5.16,2,3,60.4,18
TRIP-00330,DRV-025,TRK-012,2024-12-15,190.4,21.83,4,2,60.6,28
TRIP-00331,DRV-024,TRK-014,2024-12-27,107.7,8.89,4,4,59.5,3
TRIP-00332,DRV-010,TRK-007,2024-08-11,148.6,9.94,5,6,65.4,21
TRIP-00333,DRV-021,TRK-015,2024-02-03,19.8,2.28,1,0,68.0,31
TRIP-00334,DRV-023,TRK-013,2024-06-17,146.3,10.32,1,2,48.5,13
TRIP-00335,DRV-008,TRK-005,2024-08-29,18.0,1.57,0,0,62.6,8
TRIP-00336,DRV-008,TRK-002,2024-08-12,102.5,8.77,0,1,67.6,19
TRIP-00337,DRV-010,TRK-007,2024-07-16,108.6,7.79,0,1,60.7,24
TRIP-00338,DRV-004,TRK-001,2024-10-22,91.0,5.94,1,2,66.2,27
TRIP-00339,DRV-022,TRK-013,2024-02-14,98.8,7.69,5,1,54.9,27
TRIP-00340,DRV-009,TRK-003,2024-01-21,138.7,15.09,4,3,57.7,26
TRIP-00341,DRV-020,TRK-012,2024-09-05,266.6,27.69,5,3,54.4,34
TRIP-00342,DRV-022,TRK-013,2024-09-29,111.2,9.39,3,2,60.5,45
TRIP-00343,DRV-008,TRK-003,2024-11-13,117.1,13.08,6,0,65.5,13
TRIP-00344,DRV-008,TRK-003,2024-11-04,28.3,3.14,0,1,70.4,31
TRIP-00345,DRV-002,TRK-004,2024-07-23,193.6,12.39,0,5,67.7,24
TRIP-00346,DRV-010,TRK-007,2024-05-06,199.5,12.58,2,5,62.4,37
TRIP-00347,DRV-004,TRK-002,2024-12-07,18.0,1.37,0,0,69.4,5
TRIP-00348,DRV-003,TRK-005,2024-12-02,96.0,8.06,4,2,70.9,19
TRIP-00349,DRV-014,TRK-010,2024-06-17,227.9,14.44,7,6,57.9,17
TRIP-00350,DRV-018,TRK-014,2024-04-03,155.8,12.13,2,4,52.7,19
TRIP-00351,DRV-016,TRK-010,2024-04-01,178.9,10.99,2,1,58.2,31
TRIP-00352,DRV-002,TRK-003,2024-12-19,179.7,20.66,6,5,54.7,22
TRIP-00353,DRV-013,TRK-009,2024-03-19,88.1,10.14,1,3,73.9,14
TRIP-00354,DRV-011,TRK-007,2024-06-29,124.3,9.79,3,2,64.7,33
TRIP-00355,DRV-025,TRK-013,2024-08-31,151.4,12.06,8,4,56.9,25
TRIP-00356,DRV-019,TRK-012,2024-12-26,133.1,14.65,3,2,57.3,10
TRIP-00357,DRV-003,TRK-002,2024-06-03,104.8,9.22,3,3,76.9,13
TRIP-00358,DRV-008,TRK-002,2024-06-22,127.1,11.34,4,3,74.3,12
TRIP-00359,DRV-022,TRK-012,2024-04-17,121.1,12.97,2,2,53.2,27
TRIP-00360,DRV-009,TRK-005,2024-07-21,153.4,11.77,6,5,62.2,32
TRIP-00361,DRV-005,TRK-005,2024-08-16,74.7,6.34,6,2,66.2,30
TRIP-00362,DRV-024,TRK-011,2024-01-30,103.8,8.64,2,0,58.5,12
TRIP-00363,DRV-025,TRK-012,2024-03-01,159.6,17.1,4,5,57.7,15
TRIP-00364,DRV-008,TRK-002,2024-03-27,188.6,15.26,6,4,75.3,32
TRIP-00365,DRV-013,TRK-008,2024-07-16,27.2,2.7,1,1,58.5,28
TRIP-00366,DRV-008,TRK-002,2024-04-01,90.3,7.47,0,2,71.5,14
TRIP-00367,DRV-020,TRK-012,2024-11-09,193.6,20.97,5,7,56.7,36
TRIP-00368,DRV-007,TRK-003,2024-01-16,193.9,19.91,4,3,57.5,7
TRIP-00369,DRV-021,TRK-013,2024-12-26,119.5,9.73,3,2,61.8,29
TRIP-00370,DRV-009,TRK-003,2024-07-19,137.0,14.82,4,3,57.7,30
TRIP-00371,DRV-012,TRK-009,2024-06-19,149.1,14.92,4,4,66.2,18
TRIP-00372,DRV-011,TRK-010,2024-08-18,159.5,11.01,2,1,57.7,19
TRIP-00373,DRV-022,TRK-012,2024-11-12,130.4,14.28,9,3,58.1,0
TRIP-00374,DRV-007,TRK-003,2024-08-11,135.3,14.63,3,8,60.4,35
TRIP-00375,DRV-015,TRK-010,2024-09-02,50.2,3.41,0,0,55.1,31
TRIP-00376,DRV-022,TRK-013,2024-12-24,168.0,15.82,4,5,59.5,41
TRIP-00377,DRV-018,TRK-014,2024-01-28,47.0,3.67,1,0,58.2,13
TRIP-00378,DRV-005,TRK-005,2024-10-19,18.0,1.45,0,0,64.2,40
TRIP-00379,DRV-005,TRK-003,2024-09-25,56.2,6.3,0,1,59.9,39
TRIP-00380,DRV-025,TRK-011,2024-05-24,176.4,15.49,3,5,61.4,25
TRIP-00381,DRV-020,TRK-013,2024-07-27,115.6,8.68,4,1,56.0,27
TRIP-00382,DRV-025,TRK-015,2024-11-01,213.3,25.74,3,6,67.4,18
TRIP-00383,DRV-025,TRK-011,2024-01-01,174.0,14.88,3,3,72.0,23
TRIP-00384,DRV-006,TRK-005,2024-11-17,102.3,7.81,0,2,67.8,13
TRIP-00385,DRV-006,TRK-004,2024-02-20,113.1,7.35,2,2,71.5,30
TRIP-00386,DRV-024,TRK-013,2024-10-31,137.0,9.76,4,2,54.9,28
TRIP-00387,DRV-017,TRK-010,2024-12-13,84.6,5.54,2,3,52.4,12
TRIP-00388,DRV-015,TRK-009,2024-02-15,138.5,13.23,3,5,73.3,15
TRIP-00389,DRV-004,TRK-002,2024-10-27,132.0,10.42,2,1,70.5,22
TRIP-00390,DRV-021,TRK-014,2024-06-29,48.1,3.98,1,0,59.7,29
TRIP-00391,DRV-007,TRK-005,2024-04-29,111.0,8.74,7,0,62.5,38
TRIP-00392,DRV-004,TRK-005,2024-01-03,210.7,17.33,3,2,71.9,7
TRIP-00393,DRV-024,TRK-013,2024-03-25,141.0,10.92,3,0,60.9,6
TRIP-00394,DRV-001,TRK-004,2024-03-23,143.1,10.24,1,0,76.7,7
TRIP-00395,DRV-006,TRK-003,2024-01-16,61.4,5.96,2,1,63.0,21
TRIP-00396,DRV-008,TRK-005,2024-04-22,146.5,12.62,2,1,64.9,18
TRIP-00397,DRV-024,TRK-015,2024-02-05,111.6,13.59,4,2,76.0,33
TRIP-00398,DRV-024,TRK-014,2024-10-12,192.1,15.93,3,3,57.4,29
TRIP-00399,DRV-012,TRK-006,2024-06-18,166.5,19.69,5,4,67.6,4
TRIP-00400,DRV-017,TRK-008,2024-05-02,48.7,4.33,2,3,55.3,37
TRIP-00401,DRV-010,TRK-010,2024-03-28,91.5,5.55,1,1,56.3,9
TRIP-00402,DRV-012,TRK-006,2024-02-05,230.3,24.95,6,7,67.3,13
TRIP-00403,DRV-009,TRK-004,2024-02-04,138.2,10.36,4,6,72.8,12
TRIP-00404,DRV-006,TRK-005,2024-06-01,54.0,4.45,2,0,71.0,2
TRIP-00405,DRV-002,TRK-003,2024-12-09,130.8,14.03,2,2,59.8,21
TRIP-00406,DRV-025,TRK-014,2024-01-12,84.1,6.99,0,4,58.1,39
TRIP-00407,DRV-002,TRK-003,2024-08-23,124.5,13.31,2,0,64.6,10
TRIP-00408,DRV-009,TRK-005,2024-08-30,160.8,13.03,6,6,74.5,19
TRIP-00409,DRV-025,TRK-014,2024-11-13,139.0,11.37,4,5,46.9,33
TRIP-00410,DRV-018,TRK-013,2024-11-29,129.6,9.6,0,4,51.2,15
TRIP-00411,DRV-020,TRK-014,2024-07-14,167.1,14.4,8,3,59.1,25
TRIP-00412,DRV-007,TRK-005,2024-08-30,155.1,10.94,1,5,65.3,44
TRIP-00413,DRV-012,TRK-010,2024-12-16,97.1,6.36,3,7,67.9,39
TRIP-00414,DRV-002,TRK-003,2024-10-09,124.2,13.28,4,2,67.6,13
TRIP-00415,DRV-017,TRK-009,2024-09-03,131.5,13.86,4,5,63.1,35
TRIP-00416,DRV-005,TRK-004,2024-04-12,216.1,15.06,3,7,81.8,3
TRIP-00417,DRV-006,TRK-002,2024-09-19,217.8,15.48,5,4,72.7,24
TRIP-00418,DRV-007,TRK-003,2024-04-06,194.9,20.49,12,8,57.8,15
TRIP-00419,DRV-019,TRK-013,2024-01-15,119.7,9.6,1,2,50.7,32
TRIP-00420,DRV-006,TRK-005,2024-07-11,60.8,4.95,4,1,78.2,24
TRIP-00421,DRV-009,TRK-003,2024-04-15,146.9,15.88,5,4,61.1,21
TRIP-00422,DRV-007,TRK-002,2024-11-07,165.8,13.07,6,4,67.8,33
TRIP-00423,DRV-015,TRK-009,2024-08-12,190.8,18.1,3,6,73.1,16
TRIP-00424,DRV-008,TRK-002,2024-11-21,229.9,20.22,9,4,64.2,9
TRIP-00425,DRV-009,TRK-005,2024-08-29,37.7,3.02,0,0,59.1,23
TRIP-00426,DRV-010,TRK-010,2024-04-20,215.1,12.36,6,4,59.8,17
TRIP-00427,DRV-011,TRK-008,2024-09-30,251.4,23.11,4,3,58.9,20
TRIP-00428,DRV-004,TRK-002,2024-04-02,124.9,10.43,2,1,69.6,30
TRIP-00429,DRV-005,TRK-004,2024-05-10,150.4,10.21,9,5,67.6,32
TRIP-00430,DRV-004,TRK-005,2024-02-05,167.4,13.49,4,2,61.0,14
TRIP-00431,DRV-002,TRK-003,2024-05-25,184.9,18.4,8,5,57.6,21
TRIP-00432,DRV-007,TRK-003,2024-02-13,176.3,17.34,5,6,54.9,29
TRIP-00433,DRV-019,TRK-013,2024-12-06,95.0,8.25,4,0,61.8,12
TRIP-00434,DRV-019,TRK-013,2024-06-15,25.4,1.99,2,0,58.5,19
TRIP-00435,DRV-017,TRK-009,2024-04-20,114.7,12.33,6,4,73.9,28
TRIP-00436,DRV-003,TRK-004,2024-01-29,67.5,4.75,2,3,73.7,27
TRIP-00437,DRV-014,TRK-008,2024-06-24,128.5,11.29,3,2,60.5,24
TRIP-00438,DRV-010,TRK-009,2024-07-19,83.3,8.32,3,0,72.6,17
TRIP-00439,DRV-001,TRK-005,2024-06-07,151.4,12.03,2,1,70.9,21
TRIP-00440,DRV-023,TRK-011,2024-06-24,284.8,19.93,7,2,60.2,24
TRIP-00441,DRV-018,TRK-011,2024-12-11,80.5,7.04,5,1,66.7,22
TRIP-00442,DRV-005,TRK-003,2024-12-09,151.5,16.81,3,7,63.9,29
TRIP-00443,DRV-015,TRK-009,2024-08-23,103.5,11.14,1,0,74.7,25
TRIP-00444,DRV-006,TRK-003,2024-07-06,132.1,13.52,3,0,56.5,20
TRIP-00445,DRV-007,TRK-003,2024-04-27,153.0,16.48,6,2,56.2,34
TRIP-00446,DRV-003,TRK-003,2024-08-02,112.0,12.89,2,1,70.8,22
TRIP-00447,DRV-021,TRK-014,2024-04-06,209.2,15.99,5,5,58.0,43
TRIP-00448,DRV-009,TRK-005,2024-05-28,198.3,15.0,3,3,71.8,22
TRIP-00449,DRV-024,TRK-014,2024-07-05,18.0,1.56,0,1,50.7,38
TRIP-00450,DRV-003,TRK-004,2024-11-12,208.6,15.8,1,1,66.2,33
TRIP-00451,DRV-003,TRK-004,2024-02-27,62.4,4.37,1,3,84.6,9
TRIP-00452,DRV-003,TRK-001,2024-02-19,114.0,7.28,4,6,62.1,29
TRIP-00453,DRV-002,TRK-003,2024-06-22,35.8,3.46,0,0,57.3,28
TRIP-00454,DRV-016,TRK-006,2024-09-20,160.7,16.56,4,7,65.1,12
TRIP-00455,DRV-004,TRK-002,2024-02-13,65.1,5.52,1,1,68.5,29
TRIP-00456,DRV-008,TRK-002,2024-11-10,138.7,12.22,3,3,65.9,28
TRIP-00457,DRV-020,TRK-015,2024-03-15,143.3,18.37,2,4,59.8,38
TRIP-00458,DRV-021,TRK-013,2024-04-21,220.4,15.82,5,5,47.1,18
TRIP-00459,DRV-017,TRK-009,2024-09-07,219.1,21.4,5,6,75.0,16
TRIP-00460,DRV-005,TRK-005,2024-07-12,77.8,6.39,4,3,65.6,29
TRIP-00461,DRV-008,TRK-002,2024-03-31,135.5,11.94,4,5,67.9,15
TRIP-00462,DRV-022,TRK-012,2024-12-06,150.5,17.66,1,6,52.0,26
TRIP-00463,DRV-010,TRK-010,2024-04-20,177.4,10.7,1,6,66.7,24
TRIP-00464,DRV-008,TRK-003,2024-07-26,212.6,25.27,9,6,65.2,33
TRIP-00465,DRV-022,TRK-013,2024-10-12,71.6,5.66,1,4,55.3,27
TRIP-00466,DRV-009,TRK-005,2024-02-25,130.6,10.07,3,3,63.3,12
TRIP-00467,DRV-012,TRK-010,2024-11-25,89.8,5.93,4,0,58.2,36
TRIP-00468,DRV-019,TRK-012,2024-07-07,190.4,22.31,4,5,45.5,21
TRIP-00469,DRV-025,TRK-014,2024-07-27,35.0,3.11,1,1,62.4,26
TRIP-00470,DRV-006,TRK-003,2024-02-09,176.4,18.09,1,3,58.0,22
TRIP-00471,DRV-022,TRK-014,2024-03-14,34.3,3.25,1,0,55.7,21
TRIP-00472,DRV-007,TRK-005,2024-08-23,113.4,8.19,3,6,59.4,24
TRIP-00473,DRV-005,TRK-002,2024-02-17,18.0,1.47,0,0,73.3,36
TRIP-00474,DRV-025,TRK-014,2024-03-19,45.3,4.02,0,1,56.2,34
TRIP-00475,DRV-014,TRK-006,2024-04-09,103.0,11.28,0,2,69.3,7
TRIP-00476,DRV-021,TRK-014,2024-04-08,122.3,9.8,0,2,52.4,27
TRIP-00477,DRV-007,TRK-005,2024-07-28,128.8,9.76,5,5,58.7,37
TRIP-00478,DRV-025,TRK-014,2024-05-10,37.6,3.38,0,0,49.4,38
TRIP-00479,DRV-002,TRK-003,2024-11-19,188.1,20.65,6,2,65.0,19
TRIP-00480,DRV-021,TRK-012,2024-10-05,80.1,8.03,2,1,51.5,18
TRIP-00481,DRV-016,TRK-009,2024-08-06,89.7,7.9,1,2,76.0,30
TRIP-00482,DRV-006,TRK-005,2024-04-30,94.6,6.43,1,2,66.3,20
TRIP-00483,DRV-022,TRK-013,2024-11-19,81.5,6.4,4,3,61.0,36
TRIP-00484,DRV-022,TRK-014,2024-04-21,57.2,4.34,0,0,55.5,29
TRIP-00485,DRV-018,TRK-012,2024-02-21,140.3,13.92,1,1,51.8,0
TRIP-00486,DRV-024,TRK-014,2024-10-09,160.3,14.26,5,5,56.2,43
TRIP-00487,DRV-005,TRK-005,2024-01-22,99.4,7.58,5,2,65.4,14
TRIP-00488,DRV-010,TRK-010,2024-05-18,111.2,7.13,3,4,70.7,6
TRIP-00489,DRV-001,TRK-003,2024-09-08,149.3,17.08,2,0,63.9,19
TRIP-00490,DRV-017,TRK-010,2024-05-22,136.2,9.37,2,6,59.1,38
TRIP-00491,DRV-005,TRK-004,2024-11-03,223.1,16.08,9,9,68.6,13
TRIP-00492,DRV-021,TRK-012,2024-02-08,95.9,9.78,1,1,54.3,31
TRIP-00493,DRV-015,TRK-007,2024-04-25,71.8,5.01,1,0,55.3,34
TRIP-00494,DRV-021,TRK-013,2024-12-12,18.0,1.46,0,0,58.4,28
TRIP-00495,DRV-013,TRK-010,2024-11-28,88.7,7.14,3,3,56.5,28
TRIP-00496,DRV-014,TRK-008,2024-08-26,142.1,12.07,0,5,65.4,37
TRIP-00497,DRV-012,TRK-006,2024-12-02,168.5,18.95,8,7,63.3,25
TRIP-00498,DRV-019,TRK-012,2024-09-09,103.8,11.71,3,2,56.5,25
TRIP-00499,DRV-001,TRK-005,2024-08-27,66.3,5.24,4,1,59.7,7
TRIP-00500,DRV-022,TRK-014,2024-01-29,280.9,24.1,8,9,60.0,24
TRIP-00501,DRV-008,TRK-005,2024-12-18,132.1,11.65,7,3,56.4,17
TRIP-00502,DRV-018,TRK-013,2024-07-31,148.3,10.83,5,2,58.3,16
TRIP-00503,DRV-006,TRK-005,2024-03-24,98.5,7.11,2,3,71.4,17
TRIP-00504,DRV-020,TRK-014,2024-10-07,166.9,14.53,4,3,48.0,24
TRIP-00505,DRV-011,TRK-010,2024-05-05,276.3,19.08,7,6,53.3,30
TRIP-00506,DRV-014,TRK-009,2024-04-24,85.1,7.65,1,1,83.8,31
TRIP-00507,DRV-006,TRK-003,2024-02-10,91.3,9.56,2,1,67.1,18
TRIP-00508,DRV-016,TRK-009,2024-07-20,90.8,9.03,2,0,71.1,28
TRIP-00509,DRV-020,TRK-012,2024-05-18,104.8,11.52,3,3,57.1,40
TRIP-00510,DRV-021,TRK-015,2024-12-25,99.5,11.84,5,8,61.9,27
TRIP-00511,DRV-020,TRK-014,2024-10-05,141.5,12.01,5,4,58.6,13
TRIP-00512,DRV-023,TRK-014,2024-10-30,117.0,9.58,2,3,55.3,21
TRIP-00513,DRV-022,TRK-015,2024-02-04,163.7,20.38,3,5,58.5,16
TRIP-00514,DRV-012,TRK-006,2024-06-05,18.0,2.17,0,1,63.0,32
TRIP-00515,DRV-014,TRK-006,2024-01-04,181.1,18.61,3,5,67.9,34
TRIP-00516,DRV-025,TRK-013,2024-03-13,158.8,12.99,3,4,66.0,26
TRIP-00517,DRV-022,TRK-013,2024-05-29,36.4,2.68,2,3,56.9,8
TRIP-00518,DRV-023,TRK-012,2024-03-24,79.3,7.43,1,0,52.2,26
TRIP-00519,DRV-019,TRK-014,2024-03-21,138.3,12.09,4,2,55.7,18
TRIP-00520,DRV-025,TRK-015,2024-06-22,60.4,7.59,1,0,70.7,29
TRIP-00521,DRV-002,TRK-005,2024-07-11,145.3,11.06,3,3,58.4,23
TRIP-00522,DRV-020,TRK-015,2024-07-13,98.1,12.25,6,5,65.4,25
TRIP-00523,DRV-013,TRK-009,2024-09-30,186.8,20.93,4,5,68.8,36
TRIP-00524,DRV-016,TRK-008,2024-02-16,91.6,6.63,1,2,65.4,19
TRIP-00525,DRV-009,TRK-005,2024-03-13,189.8,14.6,6,4,68.6,29
TRIP-00526,DRV-023,TRK-015,2024-09-09,121.4,12.91,3,2,62.7,30
TRIP-00527,DRV-002,TRK-003,2024-07-08,218.4,22.81,3,6,58.8,24
TRIP-00528,DRV-007,TRK-004,2024-03-24,263.0,17.28,12,12,71.2,25
TRIP-00529,DRV-018,TRK-012,2024-02-20,135.0,13.5,1,2,52.2,16
TRIP-00530,DRV-005,TRK-002,2024-05-05,129.4,10.19,3,5,69.5,18
TRIP-00531,DRV-009,TRK-002,2024-07-24,93.0,7.68,5,1,66.4,12
TRIP-00532,DRV-002,TRK-004,2024-04-10,79.2,6.02,2,1,77.2,10
TRIP-00533,DRV-008,TRK-002,2024-07-25,175.3,13.68,3,7,76.9,42
TRIP-00534,DRV-023,TRK-012,2024-12-07,144.9,13.54,1,4,45.8,21
TRIP-00535,DRV-005,TRK-005,2024-01-23,82.9,5.99,3,1,69.4,21
TRIP-00536,DRV-024,TRK-012,2024-04-22,67.3,7.43,3,4,56.1,35
TRIP-00537,DRV-006,TRK-005,2024-12-27,109.0,8.25,4,1,67.2,33
TRIP-00538,DRV-019,TRK-014,2024-07-31,169.9,14.68,2,4,58.8,23
TRIP-00539,DRV-004,TRK-003,2024-04-16,103.4,11.14,4,1,65.1,21
TRIP-00540,DRV-008,TRK-004,2024-04-22,116.4,8.97,2,0,73.7,13
TRIP-00541,DRV-010,TRK-008,2024-02-28,188.8,14.85,3,2,59.8,20
TRIP-00542,DRV-015,TRK-008,2024-02-11,80.2,6.91,3,3,59.6,17
TRIP-00543,DRV-004,TRK-003,2024-10-03,21.7,2.48,0,0,57.0,20
TRIP-00544,DRV-011,TRK-009,2024-05-18,112.1,11.38,5,1,76.8,31
TRIP-00545,DRV-025,TRK-014,2024-02-17,192.1,17.15,2,1,56.3,28
TRIP-00546,DRV-005,TRK-005,2024-03-30,131.7,10.39,4,3,66.8,23
TRIP-00547,DRV-016,TRK-006,2024-10-07,37.0,3.47,1,0,79.6,29
TRIP-00548,DRV-002,TRK-003,2024-07-27,22.5,2.22,0,0,67.0,37
TRIP-00549,DRV-003,TRK-003,2024-04-27,18.0,2.18,0,0,66.2,21
TRIP-00550,DRV-018,TRK-014,2024-04-06,118.2,9.11,4,0,60.5,19
TRIP-00551,DRV-010,TRK-010,2024-03-29,203.5,11.87,5,1,56.1,10
TRIP-00552,DRV-022,TRK-014,2024-02-02,138.5,12.3,1,6,58.0,21
TRIP-00553,DRV-025,TRK-013,2024-05-05,97.6,7.72,4,3,58.4,36
TRIP-00554,DRV-002,TRK-003,2024-10-09,82.0,8.09,2,2,52.2,32
TRIP-00555,DRV-019,TRK-015,2024-09-14,193.4,23.76,3,4,69.8,20
TRIP-00556,DRV-021,TRK-013,2024-07-20,67.8,4.74,1,1,62.3,12
TRIP-00557,DRV-020,TRK-011,2024-11-01,105.1,8.66,2,2,68.7,30
TRIP-00558,DRV-024,TRK-012,2024-11-23,117.9,12.76,2,4,68.2,28
TRIP-00559,DRV-008,TRK-003,2024-03-08,81.5,9.19,3,1,58.1,14
TRIP-00560,DRV-015,TRK-006,2024-05-28,18.0,2.06,0,0,64.5,32
TRIP-00561,DRV-016,TRK-010,2024-11-11,178.4,10.01,4,2,60.1,4
TRIP-00562,DRV-012,TRK-009,2024-12-03,18.4,1.68,1,0,72.3,40
TRIP-00563,DRV-016,TRK-006,2024-12-30,126.9,13.55,3,2,66.1,14
TRIP-00564,DRV-011,TRK-009,2024-11-02,126.9,13.78,5,1,60.7,18
TRIP-00565,DRV-017,TRK-009,2024-11-24,92.3,11.02,3,0,71.5,30
TRIP-00566,DRV-016,TRK-010,2024-07-18,155.8,9.13,1,3,61.3,37
TRIP-00567,DRV-005,TRK-005,2024-07-08,64.6,5.16,4,2,61.0,31
TRIP-00568,DRV-001,TRK-004,2024-07-25,277.6,18.87,2,1,73.7,24
TRIP-00569,DRV-023,TRK-012,2024-08-19,129.4,11.87,4,1,61.7,33
TRIP-00570,DRV-013,TRK-010,2024-08-31,132.7,10.33,6,2,50.0,19
TRIP-00571,DRV-017,TRK-008,2024-07-30,158.7,12.88,3,5,63.1,38
TRIP-00572,DRV-008,TRK-002,2024-06-26,183.4,15.48,6,5,67.6,15
TRIP-00573,DRV-004,TRK-005,2024-10-10,177.7,13.63,2,2,65.6,28
TRIP-00574,DRV-006,TRK-004,2024-12-14,199.9,13.16,11,6,77.4,17
TRIP-00575,DRV-019,TRK-012,2024-04-30,105.5,11.94,3,1,59.5,12
TRIP-00576,DRV-023,TRK-013,2024-08-24,124.7,8.47,4,1,68.6,16
TRIP-00577,DRV-015,TRK-010,2024-07-19,105.1,6.53,1,1,56.9,14
TRIP-00578,DRV-010,TRK-006,2024-03-02,171.5,17.29,2,4,64.2,32
TRIP-00579,DRV-016,TRK-008,2024-08-10,208.7,15.98,4,5,47.1,8
TRIP-00580,DRV-014,TRK-009,2024-02-18,144.3,14.51,6,3,73.5,16
TRIP-00581,DRV-021,TRK-013,2024-04-11,136.9,9.1,2,0,64.0,16
TRIP-00582,DRV-011,TRK-010,2024-04-30,96.9,6.56,1,3,55.2,19
TRIP-00583,DRV-008,TRK-005,2024-08-22,193.5,16.25,12,6,65.9,24
TRIP-00584,DRV-019,TRK-014,2024-05-16,95.3,8.23,3,2,52.4,20
TRIP-00585,DRV-021,TRK-015,2024-12-05,160.5,16.71,7,3,73.4,14
TRIP-00586,DRV-001,TRK-003,2024-09-24,128.4,14.71,1,2,70.6,29
TRIP-00587,DRV-018,TRK-015,2024-05-11,215.1,26.21,5,6,75.8,22
TRIP-00588,DRV-023,TRK-015,2024-05-20,142.6,15.25,1,4,68.3,23
TRIP-00589,DRV-013,TRK-009,2024-04-22,161.9,20.33,11,3,76.6,29
TRIP-00590,DRV-020,TRK-013,2024-07-17,108.7,8.44,5,1,59.9,23
TRIP-00591,DRV-004,TRK-002,2024-11-15,133.1,10.62,2,4,72.3,28
TRIP-00592,DRV-002,TRK-002,2024-06-09,156.7,12.0,1,1,72.2,42
TRIP-00593,DRV-009,TRK-004,2024-10-01,117.3,8.15,6,4,67.6,16
TRIP-00594,DRV-004,TRK-004,2024-02-28,87.6,6.3,0,1,60.2,2
TRIP-00595,DRV-004,TRK-005,2024-01-01,175.7,14.42,6,2,72.8,18
TRIP-00596,DRV-021,TRK-014,2024-10-27,55.1,4.32,3,0,55.8,29
TRIP-00597,DRV-023,TRK-014,2024-06-24,77.7,5.89,0,1,56.1,12
TRIP-00598,DRV-012,TRK-007,2024-10-27,83.3,6.71,1,1,58.3,16
TRIP-00599,DRV-001,TRK-005,2024-02-10,101.0,7.69,1,0,60.3,14
TRIP-00600,DRV-022,TRK-014,2024-08-16,122.4,10.27,2,2,59.2,34
TRIP-00601,DRV-003,TRK-003,2024-01-16,132.3,15.86,5,2,57.7,23
TRIP-00602,DRV-003,TRK-003,2024-07-19,84.6,9.42,1,1,58.7,14
TRIP-00603,DRV-009,TRK-005,2024-07-09,65.2,5.26,1,3,52.5,19
TRIP-00604,DRV-022,TRK-012,2024-09-15,124.2,12.82,7,2,42.5,19
TRIP-00605,DRV-020,TRK-013,2024-02-27,129.6,9.27,5,6,58.1,12
TRIP-00606,DRV-019,TRK-014,2024-05-09,25.7,2.33,0,0,53.7,19
TRIP-00607,DRV-001,TRK-003,2024-07-10,113.6,12.13,0,2,76.3,22
TRIP-00608,DRV-012,TRK-008,2024-02-12,149.3,12.39,4,8,55.8,14
TRIP-00609,DRV-001,TRK-004,2024-11-08,137.2,10.17,1,1,70.9,20
TRIP-00610,DRV-023,TRK-013,2024-08-07,121.2,8.14,0,1,62.1,26
TRIP-00611,DRV-021,TRK-014,2024-06-23,120.3,9.08,5,3,56.2,33
TRIP-00612,DRV-006,TRK-005,2024-07-26,150.9,11.53,1,0,73.2,25
TRIP-00613,DRV-001,TRK-005,2024-10-29,108.4,8.7,1,1,64.3,13
TRIP-00614,DRV-003,TRK-004,2024-02-20,169.3,12.34,2,3,69.9,33
TRIP-00615,DRV-005,TRK-002,2024-05-06,132.5,11.17,4,5,64.3,26
TRIP-00616,DRV-010,TRK-007,2024-04-30,82.6,5.74,3,1,66.5,23
